,nctId,phase,recruitment,therapies,title,Drug_id
6,NCT02322281,Phase III,"Active, not recruiting","[{'id': 854, 'therapyName': 'Pemetrexed'}, {'id': 755, 'therapyName': 'Gemcitabine'}, {'id': 1103, 'therapyName': 'Paclitaxel'}, {'id': 720, 'therapyName': 'Docetaxel'}, {'id': 1003, 'therapyName': 'CO1686'}]","TIGER-3 Open Label, Multicenter Study of Rociletinib (CO-1686) Mono Therapy Versus Single-agent Cytotoxic Chemotherapy in Patients With Mutant EGFR NSCLC Who Have Failed at Least One Previous EGFR-Directed TKI and Platinum-doublet Chemotherapy",7122
7,NCT02580708,Phase Ib/II,Completed,"[{'id': 2, 'therapyName': 'Trametinib'}, {'id': 1003, 'therapyName': 'CO1686'}]",A Phase 1/2 Study of the Safety and Efficacy of Rociletinib When Administered in Combination With Trametinib in Patients With Activating EGFR Mutation-positive Advanced or Metastatic Non-small Cell Lung Cancer (NSCLC),7122
0,NCT03202940,Phase Ib/II,Recruiting,"[{'id': 5971, 'therapyName': 'Alectinib + Cobimetinib'}]",A Phase IB/II Study of Alectinib Combined With Cobimetinib in Advanced ALK-Rearranged (ALK+) NSCLC,7123
1,NCT03281369,Phase Ib/II,Not yet recruiting,"[{'id': 1343, 'therapyName': 'Atezolizumab + Cobimetinib'}, {'id': 6274, 'therapyName': 'mFOLFOX-6 + Atezolizumab + Cobimetinib'}, {'id': 6275, 'therapyName': 'mFOLFOX-6 + Atezolizumab'}, {'id': 6276, 'therapyName': 'Atezolizumab + Linagliptin'}, {'id': 5941, 'therapyName': 'Atezolizumab + PEGPH20'}, {'id': 5942, 'therapyName': 'Atezolizumab + BKT140'}, {'id': 1721, 'therapyName': 'Ramucirumab + Paclitaxel'}, {'id': 5850, 'therapyName': 'mFOLFOX-6'}]",A Study of Multiple Immunotherapy-Based Treatment Combinations in Patients With Locally Advanced Unresectable or Metastatic Gastric or Gastroesophageal Junction Cancer (G/GEJ) (UMBRELLA),7123
2,NCT03280563,Phase Ib/II,Not yet recruiting,"[{'id': 6269, 'therapyName': 'Atezolizumab + Ipatasertib'}, {'id': 6270, 'therapyName': 'Atezolizumab + Bevacizumab + Exemestane'}, {'id': 1343, 'therapyName': 'Atezolizumab + Cobimetinib'}, {'id': 6271, 'therapyName': 'Atezolizumab + Bevacizumab + Fulvestrant'}, {'id': 6272, 'therapyName': 'Atezolizumab + Bevacizumab + Tamoxifen'}, {'id': 6273, 'therapyName': 'Atezolizumab + Ipatasertib + Fulvestrant'}, {'id': 744, 'therapyName': 'Fulvestrant'}, {'id': 6268, 'therapyName': 'Atezolizumab + Fulvestrant'}]",A Study of Multiple Immunotherapy-Based Treatment Combinations in Hormone Receptor (HR)-Positive Human Epidermal Growth Factor Receptor 2 (HER2)-Negative Breast Cancer,7123
3,NCT03181100,Phase II,Recruiting,"[{'id': 619, 'therapyName': 'Abraxane'}, {'id': 1103, 'therapyName': 'Paclitaxel'}, {'id': 1343, 'therapyName': 'Atezolizumab + Cobimetinib'}, {'id': 4595, 'therapyName': 'Atezolizumab + Bevacizumab'}, {'id': 3049, 'therapyName': 'Atezolizumab + nab-paclitaxel'}, {'id': 4825, 'therapyName': 'Atezolizumab + Vemurafenib + Cobimetinib'}, {'id': 5606, 'therapyName': 'Atezolizumab + Paclitaxel'}]",Atezolizumab Combinations With Chemotherapy for Anaplastic and Poorly Differentiated Thyroid Carcinomas,7123
4,NCT03273153,Phase III,Not yet recruiting,"[{'id': 1447, 'therapyName': 'Pembrolizumab'}, {'id': 1343, 'therapyName': 'Atezolizumab + Cobimetinib'}]",A Study of Cobimetinib Plus Atezolizumab Versus Pembrolizumab in Participants With Previously Untreated Advanced BRAFv600 Wild-Type Melanoma,7123
5,NCT02788279,Phase III,"Active, not recruiting","[{'id': 1201, 'therapyName': 'Atezolizumab'}, {'id': 1343, 'therapyName': 'Atezolizumab + Cobimetinib'}, {'id': 890, 'therapyName': 'Regorafenib'}]",A Study to Investigate Efficacy and Safety of Cobimetinib Plus Atezolizumab and Atezolizumab Monotherapy Versus Regorafenib in Participants With Metastatic Colorectal Adenocarcinoma,7123
6,NCT03201458,Phase II,Not yet recruiting,"[{'id': 1201, 'therapyName': 'Atezolizumab'}, {'id': 1343, 'therapyName': 'Atezolizumab + Cobimetinib'}]",Atezolizumab With or Without Cobimetinib in Treating Patients With Metastatic Bile Duct Cancer That Cannot Be Removed by Surgery,7123
7,NCT03193190,Phase Ib/II,Recruiting,"[{'id': 5942, 'therapyName': 'Atezolizumab + BKT140'}, {'id': 5940, 'therapyName': 'Gemcitabine + Nab-Paclitaxel + mFOLFOX-6'}, {'id': 5941, 'therapyName': 'Atezolizumab + PEGPH20'}, {'id': 1343, 'therapyName': 'Atezolizumab + Cobimetinib'}]",A Study of Multiple Immunotherapy-Based Treatment Combinations in Participants With Metastatic Pancreatic Ductal Adenocarcinoma (PDAC),7123
8,NCT01988896,Phase I,"Active, not recruiting","[{'id': 1343, 'therapyName': 'Atezolizumab + Cobimetinib'}]",A Phase 1b Study of MPDL3280A (an Engineered Anti-PDL1 Antibody) in Combination With Cobimetinib in Patients With Locally Advanced or Metastatic Solid Tumors,7123
9,NCT03108131,Phase II,Recruiting,"[{'id': 1343, 'therapyName': 'Atezolizumab + Cobimetinib'}]",Cobimetinib and Atezolizumab in Advanced Rare Tumors,7123
10,NCT03178851,Phase I,Recruiting,"[{'id': 1343, 'therapyName': 'Atezolizumab + Cobimetinib'}]",A Study Evaluating Cobimetinib (Targeted Therapy) Plus Atezolizumab (Immunotherapy) in Participants With Advanced Melanoma Whose Cancer Has Worsened During or After Treatment With Previous Immunotherapy,7123
11,NCT03202316,Phase II,Recruiting,"[{'id': 5970, 'therapyName': 'Atezolizumab + Cobimetinib + Eribulin'}]",Study of Triple Combination of Atezolizumab + Cobimetinib + Eribulin (ACE) in Patients With Chemotherapy Resistant Metastatic Inflammatory Breast Cancer,7123
12,NCT02908672,Phase III,Recruiting,"[{'id': 1657, 'therapyName': 'Vemurafenib + Cobimetinib'}, {'id': 4825, 'therapyName': 'Atezolizumab + Vemurafenib + Cobimetinib'}]",A Study of Atezolizumab Plus Cobimetinib and Vemurafenib Versus Placebo Plus Cobimetinib and Vemurafenib in Previously Untreated BRAFv600 Mutation-Positive Participants With Metastatic or Unresectable Locally Advanced Melanoma,7123
13,NCT02427893,Phase III,Withdrawn,"[{'id': 1004, 'therapyName': 'Cobimetinib'}, {'id': 342, 'therapyName': 'Vemurafenib'}]",Trial of Vemurafenib and Cobimetinib in Patients With Advanced BRAFV600 Mutant Melanoma,7123
14,NCT02457793,Phase I,Completed,"[{'id': 1004, 'therapyName': 'Cobimetinib'}, {'id': 2149, 'therapyName': 'GDC-0994'}]","A Study of the Safety, Tolerability, and Effects of Cobimetinib and GDC-0994 in Patients With Locally Advanced or Metastatic Solid Tumors",7123
15,NCT02639546,Phase I,Recruiting,"[{'id': 1004, 'therapyName': 'Cobimetinib'}]",iMATRIXcobi: Safety and Pharmacokinetics of Cobimetinib in Pediatric and Young Adult Patients With Previously Treated Solid Tumors,7123
16,NCT02322814,Phase II,Recruiting,"[{'id': 1103, 'therapyName': 'Paclitaxel'}, {'id': 1004, 'therapyName': 'Cobimetinib'}]",A Study of Cobimetinib in Combination With Paclitaxel as First-line Treatment for Patients With Metastatic Triple-negative Breast Cancer,7123
17,NCT02876224,Phase I,Recruiting,"[{'id': 4609, 'therapyName': 'Cobimetinib + Bevacizumab + Atezolizumab'}]",Study of Cobimetinib in Combination With Atezolizumab and Bevacizumab in Participants With Gastrointestinal and Other Tumors,7123
18,NCT01562275,Phase I,Completed,"[{'id': 1160, 'therapyName': 'Cobimetinib + GDC-0068'}]"," A Study Evaluating the Safety, Tolerability, and Pharmacokinetics of GDC-0973 in Combination With GDC-0068 When Administered in Patients With Locally Advanced or Metastatic Solid Tumors",7123
19,NCT03101254,Phase Ib/II,Recruiting,"[{'id': 5512, 'therapyName': 'Cobimetinib + LY3022855 + Vemurafenib'}]",LY3022855 With BRAF/MEK Inhibition in Patients With Melanoma,7123
20,NCT02670044,Phase Ib/II,Recruiting,"[{'id': 4171, 'therapyName': 'Cobimetinib + Venetoclax'}, {'id': 4172, 'therapyName': 'RO5503781 + Venetoclax'}]",A Study of Venetoclax in Combination With Cobimetinib and Venetoclax in Combination With Idasanutlin in Patients Aged >/= 60 Years With Relapsed or Refractory Acute Myeloid Leukemia Who Are Not Eligible for Cytotoxic Therapy,7123
21,NCT02721459,Phase I,Recruiting,"[{'id': 3995, 'therapyName': 'Cobimetinib + XL888 + Vemurafenib'}]",XL888 + Vemurafenib + Cobimetinib for Unresectable B Rapidly Accelerated Fibrosarcoma (BRAF) Mutated Stage III/IV Melanoma,7123
22,NCT01986166,Phase I,Completed,"[{'id': 1342, 'therapyName': 'MEHD7945A + Cobimetinib'}]",A Study of MEHD7945A and Cobimetinib (GDC-0973) in Patients With Locally Advanced or Metastatic Cancers With Mutant KRAS,7123
23,NCT01974258,Phase I,Withdrawn,"[{'id': 1306, 'therapyName': 'Onartuzumab + Vemurafenib'}, {'id': 1307, 'therapyName': 'Onartuzumab + Cobimetinib'}, {'id': 1308, 'therapyName': 'Onartuzumab + Cobimetinib + Vemurafenib'}]","Safety, Tolerability, and Pharmacokinetics of Onartuzumab Combined With Vemurafenib and/or Cobimetinib in Cancer Patients",7123
24,NCT02036086,Phase II,Recruiting,"[{'id': 1657, 'therapyName': 'Vemurafenib + Cobimetinib'}]",Study of Neo-adjuvant Use of Vemurafenib Plus Cobimetinib for BRAF Mutant Melanoma With Palpable Lymph Node Metastases,7123
25,NCT02693535,Phase II,Recruiting,"[{'id': 1657, 'therapyName': 'Vemurafenib + Cobimetinib'}, {'id': 890, 'therapyName': 'Regorafenib'}, {'id': 956, 'therapyName': 'Vismodegib'}, {'id': 690, 'therapyName': 'Bosutinib'}, {'id': 850, 'therapyName': 'Palbociclib'}, {'id': 694, 'therapyName': 'Cetuximab'}, {'id': 649, 'therapyName': 'Axitinib'}, {'id': 1447, 'therapyName': 'Pembrolizumab'}, {'id': 936, 'therapyName': 'Temsirolimus'}, {'id': 717, 'therapyName': 'Dasatinib'}, {'id': 1389, 'therapyName': 'Trastuzumab + Pertuzumab'}, {'id': 706, 'therapyName': 'Crizotinib'}, {'id': 930, 'therapyName': 'Sunitinib'}, {'id': 837, 'therapyName': 'Olaparib'}, {'id': 4, 'therapyName': 'Erlotinib'}]",TAPUR: Testing the Use of Food and Drug Administration (FDA) Approved Drugs That Target a Specific Abnormality in a Tumor Gene in People With Advanced Stage Cancer,7123
26,NCT03005639,Phase II,Recruiting,"[{'id': 1657, 'therapyName': 'Vemurafenib + Cobimetinib'}]",ML29255 Neoadjuvant Vemurafenib and Cobimetinib Melanoma,7123
27,NCT03224767,Phase II,Recruiting,"[{'id': 1657, 'therapyName': 'Vemurafenib + Cobimetinib'}]",Vemurafenib and Cobimetinib in Treating Patients With BRAF V600E Mutation Positive Craniopharyngioma,7123
28,NCT02091141,Phase II,Recruiting,"[{'id': 4, 'therapyName': 'Erlotinib'}, {'id': 698, 'therapyName': 'Alectinib'}, {'id': 1657, 'therapyName': 'Vemurafenib + Cobimetinib'}, {'id': 1389, 'therapyName': 'Trastuzumab + Pertuzumab'}, {'id': 956, 'therapyName': 'Vismodegib'}, {'id': 1201, 'therapyName': 'Atezolizumab'}]","My Pathway: A Study Evaluating Herceptin/Perjeta, Tarceva, Zelboraf/Cotellic, Erivedge, Alecensa, and Tecentriq Treatment Targeted Against Certain Molecular Alterations in Participants With Advanced Solid Tumors",7123
29,NCT02230306,Phase II,Terminated,"[{'id': 1657, 'therapyName': 'Vemurafenib + Cobimetinib'}]",Phase II Study of Cobimetinib in Combination With Vemurafenib in Active Melanoma Brain Metastases,7123
0,NCT01940172,Phase I,Completed,"[{'id': 1458, 'therapyName': 'Conatumumab'}, {'id': 2647, 'therapyName': 'Birinapant  '}]",Study of Birinapant in Combination With Conatumumab in Subjects With Relapsed Ovarian Cancer,7266
1,NCT01327612,Phase II,"Active, not recruiting","[{'id': 1161, 'therapyName': 'mFOLFOX-6 + Pembrolizumab'}, {'id': 746, 'therapyName': 'Ganitumab'}, {'id': 667, 'therapyName': 'Bevacizumab'}, {'id': 1458, 'therapyName': 'Conatumumab'}]",Open Label Extension Study of Conatumumab and AMG 479,7266
0,NCT02729701,Phase II,Recruiting,"[{'id': 5928, 'therapyName': 'Conjugated estrogens/bazedoxifene'}]",Pilot Study of the Effect of Duavee on Benign Breast Tissue Proliferation,8864
1,NCT02694809,Phase II,Recruiting,"[{'id': 5928, 'therapyName': 'Conjugated estrogens/bazedoxifene'}]",Conjugated Estrogens/Bazedoxifene in Treating Patients With Ductal Carcinoma in Situ Undergoing Surgery,8864
0,NCT02631590,Phase II,Recruiting,"[{'id': 3315, 'therapyName': 'BAY80-6946 + Cisplatin + Gemcitabine'}]",Copanlisib (BAY 80-6946) in Combination With Gemcitabine and Cisplatin in Advanced Cholangiocarcinoma,7112
1,NCT02155582,Phase I,Completed,"[{'id': 995, 'therapyName': 'Copanlisib'}]",Copanlisib Pharmacodynamic Study,7112
2,NCT02455297,Phase II,Terminated,"[{'id': 995, 'therapyName': 'Copanlisib'}]",Phase IIa Study of Copanlisib in Relapsed or Refractory Mantle Cell Lymphoma (MCL),7112
3,NCT02391116,Phase II,"Active, not recruiting","[{'id': 995, 'therapyName': 'Copanlisib'}]",Phase II Copanlisib in Relapsed/Refractory Diffuse Large B-cell Lymphoma (DLBCL),7112
4,NCT02728258,Phase II,Suspended,"[{'id': 995, 'therapyName': 'Copanlisib'}]",Copanlisib in Treating Patients With Persistent or Recurrent Endometrial Cancer,7112
5,NCT02626455,Phase III,Recruiting,"[{'id': 1631, 'therapyName': 'Vincristine'}, {'id': 2188, 'therapyName': 'Prednisone'}, {'id': 3388, 'therapyName': 'Aldoxorubicin +Cyclophosphamide + Prednisone + Rituximab + Vincristine'}, {'id': 995, 'therapyName': 'Copanlisib'}, {'id': 2323, 'therapyName': 'Bendamustine + Rituximab'}, {'id': 897, 'therapyName': 'Rituximab'}]",Study of Copanlisib in Combination With Standard Immunochemotherapy in Relapsed Indolent Non-Hodgkin's Lymphoma (iNHL),7112
6,NCT01660451,Phase II,"Active, not recruiting","[{'id': 995, 'therapyName': 'Copanlisib'}]","Open-label, Uncontrolled Phase II Trial of Intravenous PI3K Inhibitor BAY80-6946 in Patients With Relapsed, Indolent or Aggressive Non-Hodgkin's Lymphomas",7112
7,NCT02369016,Phase III,"Active, not recruiting","[{'id': 995, 'therapyName': 'Copanlisib'}]",Phase III Copanlisib in Rituximab-refractory iNHL,7112
8,NCT02253420,Phase I,Recruiting,"[{'id': 995, 'therapyName': 'Copanlisib'}, {'id': 1026, 'therapyName': 'Itraconazole'}]",COPANLISIB (BAY80-6946) Drug-drug Interaction Study in Advanced Solid Tumor Patients,7112
9,NCT02367040,Phase III,Recruiting,"[{'id': 897, 'therapyName': 'Rituximab'}, {'id': 995, 'therapyName': 'Copanlisib'}]",Copanlisib and Rituximab in Relapsed Indolent B-cell Non-Hodgkin's Lymphoma (iNHL),7112
10,NCT03128619,Phase Ib/II,Recruiting,"[{'id': 5594, 'therapyName': 'Copanlisib + Palbociclib + Letrozole'}, {'id': 5593, 'therapyName': 'Copanlisib + Letrozole'}]","Copanlisib, Letrozole, and Palbociclib in Treating Patients With Hormone Receptor Positive HER2 Negative Stage I-IV Breast Cancer",7112
11,NCT01411410,Phase I,Completed,"[{'id': 1276, 'therapyName': 'Copanlisib + Paclitaxel'}]",Phase I Study of PI3(Phosphoinositol 3)-Kinase Inhibitor BAY80-6946 With Paclitaxel in Patients With Advanced Cancer,7112
0,NCT02043665,Phase I,Recruiting,"[{'id': 2974, 'therapyName': 'coxsackievirus A21'}]",Systemic Treatment Of Resistant Metastatic Disease Employing CVA21 and Pembrolizumab in Non-small Cell Lung Cancer and Bladder Cancer (STORM/ KEYNOTE-200) (STORM),7882
1,NCT02307149,Phase I,Recruiting,"[{'id': 2974, 'therapyName': 'coxsackievirus A21'}, {'id': 779, 'therapyName': 'Ipilimumab'}]",Study of Intratumoral CAVATAK (Coxsackievirus A21) and Ipilimumab in Patients With Advanced Melanoma,7882
2,NCT02565992,Phase I,Recruiting,"[{'id': 3136, 'therapyName': 'coxsackievirus A21 + Pembrolizumab'}]",Phase I Study of Intratumoral CAVATAK and Pembrolizumab in Subjects With Advanced Melanoma,7882
0,NCT02157636,Phase I,Recruiting,"[{'id': 2033, 'therapyName': 'CPI-0610'}]",A Phase 1 Study Evaluating CPI-0610 in Patients With Previously Treated Multiple Myeloma,7399
1,NCT01949883,Phase I,Recruiting,"[{'id': 2033, 'therapyName': 'CPI-0610'}]",A Phase 1 Study Evaluating CPI-0610 in Patients With Progressive Lymphoma,7399
2,NCT02158858,Phase I,Recruiting,"[{'id': 2033, 'therapyName': 'CPI-0610'}]","A Phase 1 Study Evaluating CPI-0610 in Patients With Acute Leukemia, Myelodysplastic Syndrome, or Myelodysplastic/Myeloproliferative Neoplasms",7399
0,NCT02395601,Phase I,Recruiting,"[{'id': 2733, 'therapyName': 'CPI-1205'}]",A Study Evaluating CPI-1205 in Patients With B-Cell Lymphomas,7688
0,NCT02655822,Phase I,Recruiting,"[{'id': 1201, 'therapyName': 'Atezolizumab'}, {'id': 3571, 'therapyName': 'CPI-444 '}]",Phase 1/1b Study to Evaluate the Safety and Tolerability of CPI-444 Alone and in Combination With Atezolizumab in Advanced Cancers,8145
0,NCT02019069,Phase II,Recruiting,"[{'id': 4341, 'therapyName': 'CPX-351'}]",CPX-351 in Treating Patients With Relapsed or Refractory Acute Myeloid Leukemia or Myelodysplastic Syndrome,8427
1,NCT01804101,Phase I,"Active, not recruiting","[{'id': 4341, 'therapyName': 'CPX-351'}]",Liposomal Cytarabine-Daunorubicin CPX-351 in Treating Patients With Untreated Myelodysplastic Syndrome or Acute Myeloid Leukemia,8427
2,NCT01943682,Phase I,Recruiting,"[{'id': 4341, 'therapyName': 'CPX-351'}]",Safety Study of CPX-351 in Children With Relapsed Leukemia or Lymphoma,8427
3,NCT02269579,Phase II,Recruiting,"[{'id': 4341, 'therapyName': 'CPX-351'}]",Pharmacokinetic and Pharmacodynamic Assessment of Treatment With CPX-351 (Cytarabine: Daunorubicin) Liposome for Injection in Acute Leukemias and MDS Patients With Moderate Hepatic Impairment,8427
4,NCT02286726,Phase II,Recruiting,"[{'id': 4341, 'therapyName': 'CPX-351'}]",Phase II CPX-351 in Acute Myeloid Leukemia (AML),8427
5,NCT02533115,Expanded access,Approved for marketing,"[{'id': 4341, 'therapyName': 'CPX-351'}]",EAP of CPX-351 (VYXEOS) for Patients 60-75 Years of Age With Secondary AML,8427
6,NCT02642965,Phase Ib/II,Recruiting,"[{'id': 4391, 'therapyName': 'CPX-351 + Cytarabine + Filgrastim + Fludarabine '}]","Liposomal Cytarabine-Daunorubicin CPX-351, Fludarabine Phosphate, Cytarabine, and Filgrastim in Treating Younger Patients With Relapsed or Refractory Acute Myeloid Leukemia",8427
0,NCT01657682,Phase II,Recruiting,"[{'id': 705, 'therapyName': 'Crenolanib'}]",A Phase II Study of Crenolanib in Relapsed/Refractory Acute Myeloid Leukemia Patients With FLT3 Activating Mutations,6889
1,NCT02626364,Phase II,Recruiting,"[{'id': 705, 'therapyName': 'Crenolanib'}]",Study of Crenolanib in Recurrent/Refractory Glioblastoma With PDGFRA Gene Amplification,6889
2,NCT02400281,Phase Ib/II,Recruiting,"[{'id': 651, 'therapyName': 'Azacitidine'}, {'id': 705, 'therapyName': 'Crenolanib'}, {'id': 1606, 'therapyName': 'Cytarabine + Idarubicin'}]",Study of Crenolanib Combined With Chemotherapy in FLT3-mutated Acute Myeloid Leukemia Patients,6889
3,NCT02847429,Phase III,Recruiting,"[{'id': 705, 'therapyName': 'Crenolanib'}]",Randomized Trial of Crenolanib in Subjects With D842V Mutated GIST,6889
4,NCT02400255,Phase II,Recruiting,"[{'id': 705, 'therapyName': 'Crenolanib'}]",Crenolanib Maintenance Following Allogeneic Stem Cell Transplantation in FLT3-positive Acute Myeloid Leukemia Patients,6889
5,NCT02283177,Phase II,Recruiting,"[{'id': 2637, 'therapyName': 'Crenolanib + Cytarabine + Daunorubicin'}]",A Safety and Tolerability Study of Crenolanib in Combination With Chemotherapy in Newly Diagnosed Acute Myeloid Leukemia Patients With FLT3 Mutations,6889
6,NCT02626338,Phase Ib/II,Recruiting,"[{'id': 4024, 'therapyName': 'Crenolanib + Cytarabine + Mitoxantrone'}]",Pilot Study of Crenolanib Combined With Cytarabine and Mitoxantrone in Subjects With R/R AML,6889
7,NCT03193918,Phase I,Recruiting,"[{'id': 5943, 'therapyName': 'Crenolanib + Paclitaxel + Ramucirumab'}]",Study of Crenolanib With Ramucirumab and Paclitaxel for Advanced Esophagogastric Adenocarcinoma,6889
8,NCT02270788,Phase I,Completed,"[{'id': 1865, 'therapyName': 'Methotrexate + Cytarabine + Leucovorin'}, {'id': 1864, 'therapyName': 'Crenolanib + Sorafenib'}]",Crenolanib in Combination With Sorafenib in Patients With Refractory or Relapsed Hematologic Malignancies,6889
0,NCT01999972,Phase I,"Active, not recruiting","[{'id': 1350, 'therapyName': 'Axitinib + Crizotinib'}]",A Phase 1b Study Of Axitinib In Combination With Crizotinib In Patients With Advanced Solid Tumors,6890
1,NCT03194893,Phase III,Recruiting,"[{'id': 706, 'therapyName': 'Crizotinib'}, {'id': 698, 'therapyName': 'Alectinib'}]",A Roll Over Study of Alectinib in Patients With Anaplastic Lymphoma Kinase (ALK)-Positive or Rearranged During Transfection (RET)-Positive Cancer,6890
2,NCT01712217,Phase Ib/II,"Active, not recruiting","[{'id': 706, 'therapyName': 'Crizotinib'}, {'id': 645, 'therapyName': 'AT13387'}]",A Study of AT13387 in Patients With Non-Small Cell Lung Cancer (NSCLC) Alone and in Combination With Crizotinib,6890
3,NCT02201992,Phase III,Recruiting,"[{'id': 706, 'therapyName': 'Crizotinib'}]",Crizotinib in Treating Patients With Stage IB-IIIA Non-small Cell Lung Cancer That Has Been Removed by Surgery and ALK Fusion Mutations (An ALCHEMIST Treatment Trial),6890
4,NCT02559778,Phase I,Recruiting,"[{'id': 688, 'therapyName': 'Bortezomib'}, {'id': 706, 'therapyName': 'Crizotinib'}, {'id': 787, 'therapyName': 'Lapatinib'}, {'id': 1077, 'therapyName': 'Vorinostat'}, {'id': 2629, 'therapyName': 'Eflornithine'}, {'id': 920, 'therapyName': 'Sorafenib'}, {'id': 717, 'therapyName': 'Dasatinib'}]",Pediatric Precision Laboratory Advanced Neuroblastoma Therapy,6890
