,nctId,phase,recruitment,therapies,title,Therapies_id
0,NCT02768558,Phase III,Recruiting,"[{'id': 2585, 'therapyName': 'Cisplatin + Etoposide'}, {'id': 4922, 'therapyName': 'Cisplatin + Etoposide + Nivolumab'}]",Cisplatin and Etoposide Plus Radiation Followed By Nivolumab/Placebo For Locally Advanced NSCLC,4922
0,NCT01822496,Phase II,Recruiting,"[{'id': 1375, 'therapyName': 'Cisplatin + Etoposide + Paclitaxel + Carboplatin + Erlotinib'}]",Erlotinib Hydrochloride or Crizotinib and Chemoradiation Therapy in Treating Patients With Stage III Non-Small Cell Lung Cancer,1375
0,NCT03066778,Phase III,Recruiting,"[{'id': 2585, 'therapyName': 'Cisplatin + Etoposide'}, {'id': 5145, 'therapyName': 'Cisplatin + Etoposide + Pembrolizumab'}, {'id': 2604, 'therapyName': 'Carboplatin + Etoposide + Pembrolizumab'}, {'id': 1791, 'therapyName': 'Carboplatin + Etoposide'}]",A Study of Pembrolizumab (MK-3475) in Combination With Etoposide/Platinum (Cisplatin or Carboplatin) for Participants With Extensive Stage Small Cell Lung Cancer (MK-3475-604/KEYNOTE-604),5145
1,NCT02987998,Phase I,Recruiting,"[{'id': 5145, 'therapyName': 'Cisplatin + Etoposide + Pembrolizumab'}]",Neoadjuvant Chemoradiation Plus Pembrolizumab Followed By Consolidation Pembrolizumab in NSCLC,5145
0,NCT01579929,Phase I,Completed,"[{'id': 2504, 'therapyName': 'Cisplatin + Etoposide + Sonidegib'}]","Combination of the Hedgehog Inhibitor, LDE225, With Etoposide and Cisplatin in the First-Line Treatment of Patients With Extensive Stage Small Cell Lung Cancer (ES-SCLC)",2504
0,NCT01182168,Phase I,Completed,"[{'id': 2296, 'therapyName': 'Cisplatin + Everolimus + Gemcitabine'}]",Gemcitabine and Split-Dose Cisplatin Plus Everolimus (RAD001) in Patients With Advanced Solid Tumor Malignancies,2296
0,NCT03189719,Phase III,Recruiting,"[{'id': 1833, 'therapyName': 'Cisplatin + Fluorouracil'}, {'id': 6051, 'therapyName': 'Cisplatin + Fluorouracil + Pembrolizumab'}]",First-line Esophageal Carcinoma Study With Chemo vs. Chemo Plus Pembrolizumab (MK-3475-590/KEYNOTE-590),1833
1,NCT00588770,Phase III,"Active, not recruiting","[{'id': 667, 'therapyName': 'Bevacizumab'}, {'id': 1835, 'therapyName': 'Docetaxel + Cisplatin'}, {'id': 1833, 'therapyName': 'Cisplatin + Fluorouracil'}, {'id': 1834, 'therapyName': 'Docetaxel + Carboplatin'}, {'id': 1832, 'therapyName': 'Carboplatin + Fluorouracil\t'}]",Chemotherapy With or Without Bevacizumab in Treating Patients With Recurrent or Metastatic Head and Neck Cancer,1833
2,NCT03143153,Phase III,Recruiting,"[{'id': 1627, 'therapyName': 'Nivolumab + Ipilimumab'}, {'id': 1833, 'therapyName': 'Cisplatin + Fluorouracil'}, {'id': 5799, 'therapyName': 'Nivolumab + Cisplatin + Fluorouacil'}]",A Study to Evaluate Efficacy in Subjects With Esophageal Cancer Treated With Nivolumab and Ipilimumab or Nivolumab Combined With Fluorouracil Plus Cisplatin Versus Fluorouracil Plus Cisplatin (CheckMate 648),1833
3,NCT02494583,Phase III,"Active, not recruiting","[{'id': 1105, 'therapyName': 'Capecitabine'}, {'id': 1833, 'therapyName': 'Cisplatin + Fluorouracil'}, {'id': 1447, 'therapyName': 'Pembrolizumab'}]",Study of Pembrolizumab (MK-3475) as First-Line Monotherapy and Combination Therapy for Treatment of Advanced Gastric or Gastroesophageal Junction Adenocarcinoma (MK-3475-062/KEYNOTE-062),1833
4,NCT02335411,Phase II,"Active, not recruiting","[{'id': 1447, 'therapyName': 'Pembrolizumab'}, {'id': 1833, 'therapyName': 'Cisplatin + Fluorouracil'}]",A Study of Pembrolizumab (MK-3475) in Participants With Recurrent or Metastatic Gastric or Gastroesophageal Junction Adenocarcinoma (MK-3475-059/KEYNOTE-059),1833
5,NCT02051868,Phase II,Recruiting,"[{'id': 1124, 'therapyName': 'Paclitaxel + Carboplatin'}, {'id': 1833, 'therapyName': 'Cisplatin + Fluorouracil'}]",International Multicentre Study in Advanced Anal Cancer Comparing Cisplatin Plus 5 FU vs Carboplatin Plus Weekly Paclitaxel (InterAACT),1833
6,NCT03221426,Phase III,Recruiting,"[{'id': 3999, 'therapyName': 'Capecitabine + Cisplatin'}, {'id': 6050, 'therapyName': 'Capecitabine + Cisplatin + Pembrolizumab'}, {'id': 6051, 'therapyName': 'Cisplatin + Fluorouracil + Pembrolizumab'}, {'id': 1833, 'therapyName': 'Cisplatin + Fluorouracil'}]",Study of Pembrolizumab (MK-3475) Plus Chemotherapy Versus Placebo Plus Chemotherapy in Participants With Gastric or Gastroesophageal Junction (GEJ) Adenocarcinoma (MK-3475-585/KEYNOTE-585),1833
0,NCT01711541,Phase Ib/II,Suspended,"[{'id': 1544, 'therapyName': 'Carboplatin + Etoposide + Veliparib'}, {'id': 1849, 'therapyName': 'Cisplatin + Fluorouracil + Hydroxyurea'}, {'id': 1124, 'therapyName': 'Paclitaxel + Carboplatin'}]",Combination Chemotherapy With or Without Veliparib in Treating Patients With Stage IV Head and Neck Cancer,1849
0,NCT03221426,Phase III,Recruiting,"[{'id': 3999, 'therapyName': 'Capecitabine + Cisplatin'}, {'id': 6050, 'therapyName': 'Capecitabine + Cisplatin + Pembrolizumab'}, {'id': 6051, 'therapyName': 'Cisplatin + Fluorouracil + Pembrolizumab'}, {'id': 1833, 'therapyName': 'Cisplatin + Fluorouracil'}]",Study of Pembrolizumab (MK-3475) Plus Chemotherapy Versus Placebo Plus Chemotherapy in Participants With Gastric or Gastroesophageal Junction (GEJ) Adenocarcinoma (MK-3475-585/KEYNOTE-585),6051
1,NCT03189719,Phase III,Recruiting,"[{'id': 1833, 'therapyName': 'Cisplatin + Fluorouracil'}, {'id': 6051, 'therapyName': 'Cisplatin + Fluorouracil + Pembrolizumab'}]",First-line Esophageal Carcinoma Study With Chemo vs. Chemo Plus Pembrolizumab (MK-3475-590/KEYNOTE-590),6051
0,NCT00980460,Phase III,Recruiting,"[{'id': 2298, 'therapyName': 'Irinotecan + Temsirolimus + Vincristine'}, {'id': 2297, 'therapyName': 'Cisplatin + Fluorouracil + Vincristine'}, {'id': 1009, 'therapyName': 'Doxorubicin'}]",Risk-Based Therapy in Treating Younger Patients With Newly Diagnosed Liver Cancer,2297
0,NCT02393248,Phase Ib/II,Recruiting,"[{'id': 4176, 'therapyName': 'Cisplatin + Gemcitabine + INCB054828'}, {'id': 4174, 'therapyName': 'Docetaxel + INCB054828'}, {'id': 4088, 'therapyName': 'Epacadostat + Pembrolizumab'}]","Open-Label, Dose-Escalation Study of INCB054828 in Subjects With Advanced Malignancies",4176
0,NCT02784795,Phase I,Recruiting,"[{'id': 4374, 'therapyName': 'Cisplatin + Gemcitabine + LY3039478'}, {'id': 4375, 'therapyName': 'Carboplatin + Gemcitabine + LY3039478'}, {'id': 4372, 'therapyName': 'LY3039478 + LY3023414'}, {'id': 4373, 'therapyName': 'Abemaciclib + LY3039478'}, {'id': 4371, 'therapyName': 'LY3039478 + Taladegib'}, {'id': 2958, 'therapyName': 'LY3039478'}, {'id': 1069, 'therapyName': 'LY3023414'}]",A Study of LY3039478 in Participants With Advanced or Metastatic Solid Tumors,4374
0,NCT02754726,Phase II,Recruiting,"[{'id': 4087, 'therapyName': 'Cisplatin + Gemcitabine + nab-paclitaxel + Nivolumab + Paricalcitol'}]",Combination Therapy for Patients With Untreated Metastatic Pancreatic Ductal Adenocarcinoma,4087
0,NCT03101566,Phase II,Recruiting,"[{'id': 5511, 'therapyName': 'Cisplatin + Gemcitabine + Nivolumab'}, {'id': 1627, 'therapyName': 'Nivolumab + Ipilimumab'}]",Study of Nivolumab in Combination With Gemcitabine/Cisplatin or Ipilimumab for Patients With Advanced Unresectable Biliary Tract Cancer,5511
0,NCT03064854,Phase I,Recruiting,"[{'id': 6027, 'therapyName': 'Carboplatin + Paclitaxel + PDR001'}, {'id': 6026, 'therapyName': 'Cisplatin + Pemetrexed + PDR001'}, {'id': 6025, 'therapyName': 'Cisplatin + Gemcitabine + PDR001'}, {'id': 6024, 'therapyName': 'Pemetrexed + PDR001 + Cisplatin + Carboplatin'}]","PDR001 in Combination With Platinum-doublet Chemotherapy in PD-L1 Unselected, Metastatic NSCLC Patients (ElevatION:NSCLC-101 Trial)",6025
0,NCT02608684,Phase II,Recruiting,"[{'id': 3248, 'therapyName': 'Cisplatin + Gemcitabine + Pembrolizumab'}]",A Study of Pembrolizumab With Standard Treatment in Patients With Recurrent Platinum-resistant Ovarian Cancer,3248
1,NCT02690558,Phase II,Recruiting,"[{'id': 3248, 'therapyName': 'Cisplatin + Gemcitabine + Pembrolizumab'}]",Phase 2 Study of Pembrolizumab in Combination With Gemcitabine and Cisplatin as Neoadjuvant Therapy,3248
0,NCT02128282,Phase Ib/II,Recruiting,"[{'id': 1467, 'therapyName': 'Gemcitabine + Cisplatin'}, {'id': 6091, 'therapyName': 'Cisplatin + Gemcitabine + Silmitasertib'}]",Study of CX-4945 in Combination With Gemcitabine and Cisplatin for Frontline Treatment of Cholangiocarcinoma,6091
0,NCT01938573,Phase Ib/II,Completed,"[{'id': 2289, 'therapyName': 'Cisplatin + Gemcitabine + Sirolimus '}]","Sirolimus, Cisplatin, and Gemcitabine Hydrochloride in Treating Patients With Bladder Cancer",2289
1,NCT01888302,Phase I,Completed,"[{'id': 2289, 'therapyName': 'Cisplatin + Gemcitabine + Sirolimus '}]","Sirolimus, Gemcitabine Hydrochloride, and Cisplatin in Treating Patients At High Risk for Cholangiocarcinoma Recurrence After Liver Transplant or Surgery",2289
0,NCT02567409,Phase II,Recruiting,"[{'id': 1467, 'therapyName': 'Gemcitabine + Cisplatin'}, {'id': 3110, 'therapyName': 'Cisplatin + Gemcitabine + VX-970'}]",Cisplatin and Gemcitabine Hydrochloride With or Without ATR Kinase Inhibitor VX-970 in Treating Patients With Metastatic Urothelial Cancer,3110
0,NCT02949700,Phase Ib/II,Recruiting,"[{'id': 2205, 'therapyName': 'Cisplatin + Metformin'}]",Phase I/II Study OF Metformin in Combination With Cisplatin and Radiation in Head and Neck Squamous Cell Carcinoma,2205
1,NCT02325401,Phase I,Recruiting,"[{'id': 2205, 'therapyName': 'Cisplatin + Metformin'}]",Dose-finding Study of Metformin With Chemoradiation in Locally Advanced Head and Neck Squamous Cell Carcinoma,2205
0,NCT02573493,Phase II,Recruiting,"[{'id': 3126, 'therapyName': 'Cisplatin + nab-paclitaxel'}, {'id': 3127, 'therapyName': 'Cetuximab + nab-paclitaxel'}]",Nab-Paclitaxel and Cisplatin or Nab-paclitaxel as Induction Therapy for Locally Advanced Squamous Cell Carcinoma of the Head and Neck (HNSCC),3126
1,NCT03193853,Phase II,Recruiting,"[{'id': 3126, 'therapyName': 'Cisplatin + nab-paclitaxel'}, {'id': 1283, 'therapyName': 'MLN1117 + Sapanisertib'}]",TAK-228 and TAK-117 Followed by Cisplatin and Nab Paclitaxel for Metastatic Triple Negative Breast Cancer,3126
0,NCT02764593,Phase I,Recruiting,"[{'id': 1312, 'therapyName': 'Nivolumab'}, {'id': 4760, 'therapyName': 'Cisplatin + Nivolumab'}, {'id': 4761, 'therapyName': 'Cetuximab + Nivolumab'}]",Chemotherapy +/- Nivolumab in Patients With Intermediate and High-Risk Local-Regionally Advanced Head and Neck Squamous Cell Carcinoma,4760
0,NCT02124421,Phase II,Recruiting,"[{'id': 1124, 'therapyName': 'Paclitaxel + Carboplatin'}, {'id': 1812, 'therapyName': 'Cisplatin + Paclitaxel'}]","Outcomes in CRS/HIPEC as Initial Treatment of Ovarian, Fallopian Tube and Primary Peritoneal Cancer",1812
0,NCT02121990,Phase I,"Active, not recruiting","[{'id': 1451, 'therapyName': 'Cisplatin + Paclitaxel + Bevacizumab + Olaparib '}]","Dose-Escalation Study of Intraperitoneal (IP) Cisplatin, IV/IP Paclitaxel, IV Bevacizumab, and Oral Olaparib for Newly Diagnosed Ovarian, Primary Peritoneal, and Fallopian Tube Cancer",1451
0,NCT02897375,Phase I,Recruiting,"[{'id': 4734, 'therapyName': 'Cisplatin + Palbociclib'}, {'id': 4735, 'therapyName': 'Carboplatin + Palbociclib'}]",Palbociclib With Cisplatin or Carboplatin in Advanced Solid Tumors,4734
0,NCT03040999,Phase III,Recruiting,"[{'id': 3256, 'therapyName': 'Cisplatin + Pembrolizumab'}, {'id': 700, 'therapyName': 'Cisplatin'}]",Study of Pembrolizumab (MK-3475) or Placebo With Chemoradiation in Participants With Locally Advanced Head and Neck Squamous Cell Carcinoma (MK-3475-412/KEYNOTE-412),3256
1,NCT02759575,Phase Ib/II,Recruiting,"[{'id': 3256, 'therapyName': 'Cisplatin + Pembrolizumab'}]",A Study of Chemoradiation Plus Pembrolizumab for Locally Advanced Laryngeal Squamous Cell Carcinoma,3256
2,NCT02775812,Phase I,Recruiting,"[{'id': 3256, 'therapyName': 'Cisplatin + Pembrolizumab'}]","Cisplatin, Radiation Therapy, and Pembrolizumab in Treating Patients With Stage III-IV Head and Neck Squamous Cell Carcinoma",3256
3,NCT02586207,Phase I,Recruiting,"[{'id': 3256, 'therapyName': 'Cisplatin + Pembrolizumab'}]",Pembrolizumab in Combination With CRT for LA-SCCHN,3256
4,NCT02777385,Phase II,Recruiting,"[{'id': 3256, 'therapyName': 'Cisplatin + Pembrolizumab'}]",Pembrolizumab in Combination With Cisplatin and Intensity Modulated Radiotherapy (IMRT) in Head and Neck Cancer,3256
0,NCT02119650,Phase II,Terminated,"[{'id': 1856, 'therapyName': 'Ruxolitinib + Cisplatin + Pemetrexed'}, {'id': 1857, 'therapyName': 'Cisplatin + Pemetrexed'}]",Ruxolitinib in Combination With Pemetrexed/Cisplatin in Non Small Cell Lung Cancer,1857
1,NCT02784171,Phase II,Recruiting,"[{'id': 1857, 'therapyName': 'Cisplatin + Pemetrexed'}, {'id': 1447, 'therapyName': 'Pembrolizumab'}]",Pembrolizumab in Patients With Advanced Malignant Pleural Mesothelioma,1857
2,NCT01907100,Phase III,Recruiting,"[{'id': 1857, 'therapyName': 'Cisplatin + Pemetrexed'}, {'id': 831, 'therapyName': 'Nintedanib'}]",Nintedanib (BIBF 1120) in Mesothelioma,1857
3,NCT02357147,Phase II,"Active, not recruiting","[{'id': 1857, 'therapyName': 'Cisplatin + Pemetrexed'}, {'id': 3513, 'therapyName': 'Amatuximab'}]",Study of the Safety and Efficacy of Amatuximab in Combination With Pemetrexed and Cisplatin in Subjects With Unresectable Malignant Pleural Mesothelioma (MPM). (ARTEMIS),1857
4,NCT03164616,Phase III,Recruiting,"[{'id': 2439, 'therapyName': 'Durvalumab + Tremelimumab'}, {'id': 1857, 'therapyName': 'Cisplatin + Pemetrexed'}, {'id': 1602, 'therapyName': 'Carboplatin + Pemetrexed'}, {'id': 1467, 'therapyName': 'Gemcitabine + Cisplatin'}, {'id': 2667, 'therapyName': 'Carboplatin + Gemcitabine'}, {'id': 1356, 'therapyName': 'Durvalumab'}, {'id': 2634, 'therapyName': 'Carboplatin + nab-paclitaxel'}]",Study of Durvalumab + Tremelimumab With Chemotherapy or Durvalumab With Chemotherapy or Chemotherapy Alone for Patients With Lung Cancer (POSEIDON). (POSEIDON),1857
5,NCT01868022,Phase I,"Active, not recruiting","[{'id': 720, 'therapyName': 'Docetaxel'}, {'id': 1857, 'therapyName': 'Cisplatin + Pemetrexed'}, {'id': 2899, 'therapyName': 'GSK3052230'}, {'id': 1124, 'therapyName': 'Paclitaxel + Carboplatin'}]","Study to Evaluate GSK3052230 in Combination With Paclitaxel and Carboplatin, or Docetaxel or as Single Agent in Subjects With Solid Malignancies and Deregulated Fibroblast Growth Factor (FGF) Pathway Signaling",1857
6,NCT02468661,Phase Ib/II,Recruiting,"[{'id': 1065, 'therapyName': 'Capmatinib'}, {'id': 4, 'therapyName': 'Erlotinib'}, {'id': 1857, 'therapyName': 'Cisplatin + Pemetrexed'}, {'id': 1602, 'therapyName': 'Carboplatin + Pemetrexed'}]","A Safety and Efficacy Study of INC280 Alone, and in Combination With Erlotinib, Compared to Chemotherapy, in Advanced/Metastatic Non-small Cell Lung Cancer Patients With EGFR Mutation and cMET Amplification",1857
7,NCT02542293,Phase III,Recruiting,"[{'id': 1467, 'therapyName': 'Gemcitabine + Cisplatin'}, {'id': 2667, 'therapyName': 'Carboplatin + Gemcitabine'}, {'id': 2439, 'therapyName': 'Durvalumab + Tremelimumab'}, {'id': 1124, 'therapyName': 'Paclitaxel + Carboplatin'}, {'id': 1857, 'therapyName': 'Cisplatin + Pemetrexed'}, {'id': 1602, 'therapyName': 'Carboplatin + Pemetrexed'}]",Study of 1st Line Therapy Study of MEDI4736 With Tremelimumab Versus SoC in Non Small-Cell Lung Cancer (NSCLC) (NEPTUNE).,1857
8,NCT02707666,Phase I,Recruiting,"[{'id': 1447, 'therapyName': 'Pembrolizumab'}, {'id': 1857, 'therapyName': 'Cisplatin + Pemetrexed'}]",A Pilot Window-Of-Opportunity Study of the Anti-PD-1 Antibody Pembrolizumab in Patients With Resectable Malignant Pleural Mesothelioma,1857
9,NCT02337530,Phase II,"Active, not recruiting","[{'id': 913, 'therapyName': 'Selumetinib'}, {'id': 1857, 'therapyName': 'Cisplatin + Pemetrexed'}]",Selumetinib in Patients Receiving Pemetrexed and Cisplatin in Advanced or Metastatic KRAS Wildtype or Unknown Non-Squamous Non-Small Cell Lung Cancer,1857
0,NCT03064854,Phase I,Recruiting,"[{'id': 6027, 'therapyName': 'Carboplatin + Paclitaxel + PDR001'}, {'id': 6026, 'therapyName': 'Cisplatin + Pemetrexed + PDR001'}, {'id': 6025, 'therapyName': 'Cisplatin + Gemcitabine + PDR001'}, {'id': 6024, 'therapyName': 'Pemetrexed + PDR001 + Cisplatin + Carboplatin'}]","PDR001 in Combination With Platinum-doublet Chemotherapy in PD-L1 Unselected, Metastatic NSCLC Patients (ElevatION:NSCLC-101 Trial)",6026
0,NCT02124148,Phase I,Recruiting,"[{'id': 1994, 'therapyName': 'Cisplatin + Prexasertib'}, {'id': 1993, 'therapyName': 'Cetuximab + Prexasertib'}, {'id': 6248, 'therapyName': 'Pemetrexed + Prexasertib'}, {'id': 6247, 'therapyName': 'LY3023414 + Prexasertib'}, {'id': 6246, 'therapyName': 'Fluoruracil + Leucovorin + Prexasertib'}]",A Study of LY2606368 With Cisplatin or Cetuximab in Participants With Advanced Cancer,1994
0,NCT02393794,Phase Ib/II,"Active, not recruiting","[{'id': 2993, 'therapyName': 'Cisplatin + Romidepsin '}]",Romidepsin Plus Cisplatin in Locally Recurrent or Metastatic Triple Negative Breast Cancer (TNBC),2993
0,NCT00492505,Phase II,Unknown status,"[{'id': 2212, 'therapyName': 'Cisplatin + Sorafenib + Tamoxifen'}]","Sorafenib, Tamoxifen, and Cisplatin in Treating Patients With High-Risk Stage III Melanoma",2212
0,NCT02723864,Phase I,Recruiting,"[{'id': 3993, 'therapyName': 'Cisplatin + Veliparib + VX-970'}]","Veliparib (ABT-888), an Oral PARP Inhibitor, and VX-970, an ATR Inhibitor, in Combination With Cisplatin in People With Refractory Solid Tumors",3993
0,NCT02998528,Phase III,Recruiting,"[{'id': 1627, 'therapyName': 'Nivolumab + Ipilimumab'}, {'id': 5241, 'therapyName': 'Cisplatin + Vinorelbine + Gemcitabine + Docetaxel + Pemetrexed + Carboplatin'}]",A Neoadjuvant Study of Nivolumab and Ipilimumab Compared to Chemotherapy Doublet in Early Stage Non-Small Cell Lung Cancer (NSCLC) (CheckMate 816),5241
0,NCT02567422,Phase I,Recruiting,"[{'id': 3109, 'therapyName': 'Cisplatin + VX-970'}]","VX-970, Cisplatin, and Radiation Therapy in Treating Patients With Locally Advanced HPV-Negative Head and Neck Squamous Cell Carcinoma",3109
0,NCT02551185,Phase I,Recruiting,"[{'id': 3311, 'therapyName': 'Citarinostat'}]",ACY 241 in Combination With Paclitaxel in Patients With Advanced Solid Tumors,3311
1,NCT02400242,Phase I,"Active, not recruiting","[{'id': 3311, 'therapyName': 'Citarinostat'}, {'id': 1390, 'therapyName': 'Dexamethasone'}, {'id': 1622, 'therapyName': 'Pomalidomide'}]",Study of ACY-241 Alone and in Combination With Pomalidomide and Dexamethasone in Multiple Myeloma,3311
0,NCT01263782,Phase II,Completed,"[{'id': 667, 'therapyName': 'Bevacizumab'}, {'id': 1602, 'therapyName': 'Carboplatin + Pemetrexed'}, {'id': 701, 'therapyName': 'Cixutumumab'}]",BATTLE-FL: Front-Line Biomarker-Integrated Treatment Study in Non Small Cell Lung Cancer,701
1,NCT00957853,Phase II,"Active, not recruiting","[{'id': 694, 'therapyName': 'Cetuximab'}, {'id': 701, 'therapyName': 'Cixutumumab'}]",Preoperative Treatment With Cetuximab and/or IMC-A12,701
0,NCT02926768,Phase Ib/II,Recruiting,"[{'id': 5329, 'therapyName': 'CK-101'}]",Phase I/II Study of CK-101 in NSCLC Patients and Other Advanced Solid Tumors,5329
0,NCT01515527,Phase II,Recruiting,"[{'id': 712, 'therapyName': 'Cytarabine'}, {'id': 1767, 'therapyName': 'Cladribine'}, {'id': 650, 'therapyName': 'Decitabine'}]",Cladribine Plus Low Dose Cytarabine (LDAC) Alternating With Decitabine in Patients With Acute Myeloid Leukemia (AML) or High-Risk Myelodysplastic Syndrome (MDS),1767
1,NCT02096055,Phase II,Recruiting,"[{'id': 1767, 'therapyName': 'Cladribine'}, {'id': 1949, 'therapyName': 'SGI-110'}, {'id': 1022, 'therapyName': 'Idarubicin'}]",4-Arm Phase II Study of SGI-110 in Elderly Acute Myeloid Leukemia (AML),1767
2,NCT02756572,Phase I,Recruiting,"[{'id': 917, 'therapyName': 'Sirolimus'}, {'id': 1845, 'therapyName': 'Mycophenolate mofetil'}, {'id': 1650, 'therapyName': 'Cyclosporine'}, {'id': 712, 'therapyName': 'Cytarabine'}, {'id': 1207, 'therapyName': 'Melphalan'}, {'id': 1767, 'therapyName': 'Cladribine'}, {'id': 1632, 'therapyName': 'Filgrastim'}, {'id': 5215, 'therapyName': 'mitoxantrone hydrochloride'}, {'id': 1166, 'therapyName': 'Fludarabine'}]",Early Allogeneic Hematopoietic Cell Transplantation in Treating Patients With Relapsed or Refractory High-Grade Myelodysplastic Syndrome or Acute Myeloid Leukemia,1767
