,nctId,phase,recruitment,therapies,title,Indications_id
68,NCT01287546,Phase I,Completed,"[{'id': 1179, 'therapyName': 'Emibetuzumab + Erlotinib'}, {'id': 1180, 'therapyName': 'Emibetuzumab + Trametinib'}, {'id': 803, 'therapyName': 'Emibetuzumab'}]",A Study of LY2875358 in Participants With Advanced Cancer,10000003
69,NCT01288430,Phase I,Terminated,"[{'id': 1181, 'therapyName': 'DS-2248'}]","A Study of DS-2248, in Subjects With Advanced Solid Tumors",10000003
70,NCT01292655,Phase I,Completed,"[{'id': 2545, 'therapyName': 'BMS-906024'}]",Study to Evaluate the Safety and Tolerability of IV Doses of BMS-906024 in Subjects With Advanced or Metastatic Solid Tumors,10000003
71,NCT01294670,Phase Ib/II,"Active, not recruiting","[{'id': 1182, 'therapyName': 'Vorinostat + Etoposide'}]",Clinical Study of Vorinostat in Combination With Etoposide in Pediatric Patients &lt; 21 Years at Diagnosis With Refractory Solid Tumors,10000003
72,NCT01296555,Phase I,Recruiting,"[{'id': 744, 'therapyName': 'Fulvestrant'}, {'id': 1016, 'therapyName': 'GDC-0032'}, {'id': 794, 'therapyName': 'Letrozole'}]",A Dose Escalation Study Evaluating the Safety and Tolerability of GDC-0032 in Patients With Locally Advanced or Metastatic Solid Tumors And in Combination With Endocrine Therapy in Patients With Locally Advanced or Metastatic Hormone Receptor-Positive Breast Cancer,10000003
73,NCT01296581,Phase I,"Active, not recruiting","[{'id': 962, 'therapyName': 'X-82'}]", Safety Study of X-82 in Patients With Advanced Solid Tumors,10000003
74,NCT01297452,Phase I,Completed,"[{'id': 1183, 'therapyName': 'BKM120 + Carboplatin + Paclitaxel'}]",BKM120 + Carboplatin + Paclitaxel for Patients With Advanced Solid Tumors,10000003
75,NCT01299636,Phase I,Completed,"[{'id': 1459, 'therapyName': 'PM060184'}]",Study of PM060184 in Patients With Advanced Solid Tumors,10000003
76,NCT01302405,Phase I,Terminated,"[{'id': 1083, 'therapyName': 'Pri-724'}]",Safety and Efficacy Study of PRI-724 in Subjects With Advanced Solid Tumors,10000003
77,NCT01303341,Phase I,"Active, not recruiting","[{'id': 1724, 'therapyName': 'Rilutek + Sorafenib'}]",Riluzole and Sorafenib Tosylate in Treating Patients With Advanced Solid Tumors or Melanoma,10000003
78,NCT01307267,Phase I,Recruiting,"[{'id': 6111, 'therapyName': 'Utomilumab + Rituximab'}, {'id': 5086, 'therapyName': 'Utomilumab'}]",A Study Of PF-05082566 As A Single Agent And In Combination With Rituximab,10000003
79,NCT01324479,Phase I,Completed,"[{'id': 1065, 'therapyName': 'Capmatinib'}]",Study of INC280 in Patients With c-MET Dependent Advanced Solid Tumors,10000003
80,NCT01325441,Phase Ib/II,Recruiting,"[{'id': 2586, 'therapyName': 'BBI608 + Paclitaxel'}]",A Study of BBI608 Administered With Paclitaxel in Adult Patients With Advanced Malignancies,10000003
81,NCT01326702,Phase Ib/II,Completed,"[{'id': 954, 'therapyName': 'Veliparib'}, {'id': 897, 'therapyName': 'Rituximab'}, {'id': 1231, 'therapyName': 'Bendamustine'}]"," Veliparib, Bendamustine Hydrochloride, and Rituximab in Treating Patients With Relapsed or Refractory Lymphoma, Multiple Myeloma, or Solid Tumors",10000003
82,NCT01327612,Phase II,"Active, not recruiting","[{'id': 1161, 'therapyName': 'mFOLFOX-6 + Pembrolizumab'}, {'id': 746, 'therapyName': 'Ganitumab'}, {'id': 667, 'therapyName': 'Bevacizumab'}, {'id': 1458, 'therapyName': 'Conatumumab'}]",Open Label Extension Study of Conatumumab and AMG 479,10000003
83,NCT01328054,,Completed,"[{'id': 787, 'therapyName': 'Lapatinib'}]",A Study in Cancer Patients to Evaluate the Effect of Lapatinib on the QTc Interval,10000003
84,NCT01336842,Phase I,Completed,"[{'id': 700, 'therapyName': 'Cisplatin'}, {'id': 1080, 'therapyName': 'Panobinostat'}, {'id': 854, 'therapyName': 'Pemetrexed'}]",Study of Cisplatin and Pemetrexed in Combination With Panobinostat in Solid Tumors,10000003
85,NCT01339871,Phase I,Completed,"[{'id': 1077, 'therapyName': 'Vorinostat'}, {'id': 848, 'therapyName': 'Pazopanib'}]",Phase I Study of Pazopanib and Vorinostat,10000003
86,NCT01346358,Phase I,"Active, not recruiting","[{'id': 2004, 'therapyName': 'LY3022855'}]",A Study of IMC-CS4 in Subjects With Advanced Solid Tumors,10000003
87,NCT01347866,Phase I,Terminated,"[{'id': 1040, 'therapyName': 'PF-05212384'}, {'id': 849, 'therapyName': 'PD-0325901'}, {'id': 1074, 'therapyName': 'Irinotecan'}]",Clinical Study Of PI3K/mTOR Inhibitors In Combination With An Oral MEK Inhibitor Or Irinotecan In Patients With Advanced Cancer,10000003
88,NCT01349660,Phase Ib/II,"Active, not recruiting","[{'id': 1178, 'therapyName': 'BKM120 + Bevacizumab'}]",Combination of BKM120 and Bevacizumab in Refractory Solid Tumors and Relapsed/Refractory Glioblastoma Multiforme,10000003
89,NCT01351103,Phase I,Recruiting,"[{'id': 1937, 'therapyName': 'LGK974'}]",A Study of LGK974 in Patients With Malignancies Dependent on Wnt Ligands,10000003
90,NCT01353625,Phase I,"Active, not recruiting","[{'id': 1000, 'therapyName': 'CC-115'}]","Study to Assess Safety and Tolerability of Oral CC-115 for Patients With Advanced Solid Tumors, and Hematologic Malignancies.",10000003
91,NCT01362374,Phase I,"Active, not recruiting","[{'id': 1262, 'therapyName': 'Enzalutamide'}, {'id': 1103, 'therapyName': 'Paclitaxel'}, {'id': 720, 'therapyName': 'Docetaxel'}, {'id': 747, 'therapyName': 'Ipatasertib'}, {'id': 1161, 'therapyName': 'mFOLFOX-6 + Pembrolizumab'}]","Safety and Pharmacology Of GDC-0068 in Combination With Docetaxel, Fluoropyrimidine Plus Oxaliplatin, Paclitaxel, or Enzalutamide in Patients With Advanced Solid Tumors",10000003
92,NCT01366144,Phase I,Recruiting,"[{'id': 1103, 'therapyName': 'Paclitaxel'}, {'id': 954, 'therapyName': 'Veliparib'}, {'id': 1092, 'therapyName': 'Carboplatin'}]","Veliparib, Paclitaxel, and Carboplatin in Treating Patients With Solid Tumors That Are Metastatic or Cannot Be Removed by Surgery and Liver or Kidney Dysfunction",10000003
93,NCT01375699,Phase I,"Active, not recruiting","[{'id': 1009, 'therapyName': 'Doxorubicin'}]","Doxorubicin With or Without Sildenafil, With Analysis of Cardiac Markers",10000003
94,NCT01375829,Phase I,"Active, not recruiting","[{'id': 1263, 'therapyName': 'ixabepilone + temsirolimus'}]",Ixabepilone and Temsirolimus in Treating Patients With Solid Tumors That Are Metastatic or Cannot Be Removed by Surgery,10000003
95,NCT01375842,Phase I,"Active, not recruiting","[{'id': 1201, 'therapyName': 'Atezolizumab'}]",A Phase 1 Study of MPDL3280A (an Engineered Anti-PDL1 Antibody) in Patients With Locally Advanced or Metastatic Solid Tumors,10000003
96,NCT01376310,Phase II,"Active, not recruiting","[{'id': 1264, 'therapyName': 'Docetaxel + Trametinib'}, {'id': 1265, 'therapyName': 'Erlotinib + Trametinib'}, {'id': 2, 'therapyName': 'Trametinib'}, {'id': 1266, 'therapyName': 'Pemetrexed + GSK1120212'}, {'id': 1267, 'therapyName': 'Carboplatin + GSK1120212'}, {'id': 1268, 'therapyName': 'nab-paclitaxel + GSK1120212'}, {'id': 1269, 'therapyName': 'Gemcitabine + GSK1120212'}, {'id': 1271, 'therapyName': 'Everolimus + GSK1120212'}]",GSK1120212 Rollover Study,10000003
97,NCT01376505,Phase I,Recruiting,"[{'id': 1404, 'therapyName': 'HER2 Vaccine'}]",Vaccine Therapy in Treating Patients With Metastatic Solid Tumors,10000003
98,NCT01391533,Phase I,Completed,"[{'id': 2159, 'therapyName': 'SAR125844'}]",Study of SAR125844 Single Agent Administered as Slow Intravenous Infusion in Adult Patients With Advanced Malignant Solid Tumors,10000003
99,NCT01393509,Phase I,"Active, not recruiting","[{'id': 1162, 'therapyName': 'PU-H71'}]",The First-in-human Phase I Trial of PU-H71 in Patients With Advanced Malignancies,10000003
100,NCT01405391,Phase I,Completed,"[{'id': 1195, 'therapyName': 'Lurbinectedin'}]",Study of PM01183 in Non-Colorectal Cancer Patients as a Days 1 and 8 Intravenous Short Infusion Every 3 Weeks,10000003
101,NCT01407562,Phase I,"Active, not recruiting","[{'id': 1092, 'therapyName': 'Carboplatin'}, {'id': 1103, 'therapyName': 'Paclitaxel'}, {'id': 848, 'therapyName': 'Pazopanib'}]","Study of Pazopanib, Paclitaxel, and Carboplatin in Patients With Advanced Solid Tumors",10000003
102,NCT01411410,Phase I,Completed,"[{'id': 1276, 'therapyName': 'Copanlisib + Paclitaxel'}]",Phase I Study of PI3(Phosphoinositol 3)-Kinase Inhibitor BAY80-6946 With Paclitaxel in Patients With Advanced Cancer,10000003
103,NCT01425008,Phase I,"Active, not recruiting","[{'id': 1034, 'therapyName': 'MLN2480'}]",Study of MLN2480 in Patients With Relapsed or Refractory Solid Tumors Followed by a Dose Expansion in Patients With Metastatic Melanoma,10000003
104,NCT01427322,,Terminated,"[{'id': 787, 'therapyName': 'Lapatinib'}]",Randomized RT +/- Lapatinib for Advanced Solid Tumor Cancer Patients Receiving Radiation Therapy for Metastatic Disease,10000003
105,NCT01433991,Phase Ib/II,"Active, not recruiting","[{'id': 1019, 'therapyName': 'Golvatinib'}, {'id': 792, 'therapyName': 'Lenvatinib'}]",E7050 in Combination With E7080 in Subjects With Advanced Solid Tumors (Dose Escalation) and in Subjects With Recurrent Glioblastoma or Unresectable Stage III or Stage IV Melanoma After Prior Systemic Therapy (Expansion Cohort and Phase 2),10000003
106,NCT01434316,Phase I,Recruiting,"[{'id': 1277, 'therapyName': 'Veliparib + Dinaciclib'}, {'id': 1278, 'therapyName': 'Veliparib + Dinaciclib + carboplatin'}]",Veliparib and Dinaciclib With or Without Carboplatin in Treating Patients With Advanced Solid Tumors,10000003
107,NCT01438554,Phase I,"Active, not recruiting","[{'id': 1310, 'therapyName': 'Pazopanib + Trametinib'}]","Phase 1 Study of Pazopanib With GSK1120212 in Advanced Solid Tumors, Enriched With Patients With Differentiated Thyroid Cancer, Soft-tissue Sarcoma, and Cholangiocarcinoma",10000003
108,NCT01443481,Phase I,Completed,"[{'id': 721, 'therapyName': 'Dovitinib'}]",Pharmacokinetics (PK) of TKI258 in Cancer Patients With Normal and Impaired Hepatic Function,10000003
109,NCT01445509,Phase I,"Active, not recruiting","[{'id': 667, 'therapyName': 'Bevacizumab'}, {'id': 717, 'therapyName': 'Dasatinib'}]",Dasatinib in Combination With Bevacizumab to Treat Advanced Solid Tumors,10000003
110,NCT01449058,Phase Ib/II,Completed,"[{'id': 1311, 'therapyName': 'BYL719 + MEK162'}]",A Phase Ib Study of MEK162 Plus BYL719 in Adult Patients With Selected Advanced Solid Tumors,10000003
111,NCT01449370,Phase I,Completed,"[{'id': 1033, 'therapyName': 'MLN1117'}]",Dose Escalation Study of MLN1117 in Subjects With Advanced Cancer,10000003
112,NCT01449461,Phase Ib/II,"Active, not recruiting","[{'id': 634, 'therapyName': 'AP26113'}]",A Phase 1/2 Study of the Oral ALK/EGFR Inhibitor AP26113,10000003
113,NCT01450384,Phase I,Completed,"[{'id': 1482, 'therapyName': 'Pemetrexed + Sorafenib'}]",Pemetrexed Disodium and Sorafenib Tosylate in Treating Patients With Advanced Solid Tumors,10000003
114,NCT01458067,Phase I,Completed,"[{'id': 765, 'therapyName': 'GSK2636771'}]"," A Phase I/IIa, First Time in Human, Study of GSK2636771 in Subjects With Advanced Solid Tumors With Phosphatase and Tensin Homolog (PTEN) Deficiency",10000003
115,NCT01468922,Phase I,Completed,"[{'id': 636, 'therapyName': 'Tivantinib'}, {'id': 848, 'therapyName': 'Pazopanib'}]",Pazopanib and ARQ 197 for Advanced Solid Tumors,10000003
116,NCT01470209,Phase I,"Active, not recruiting","[{'id': 1314, 'therapyName': 'BKM120 + Everolimus'}]",A Phase I Study of BKM120 and Everolimus in Advanced Solid Malignancies,10000003
117,NCT01472016,Phase I,Completed,"[{'id': 720, 'therapyName': 'Docetaxel'}, {'id': 1063, 'therapyName': 'ABT-700'}, {'id': 694, 'therapyName': 'Cetuximab'}, {'id': 4, 'therapyName': 'Erlotinib'}, {'id': 1315, 'therapyName': 'FOLFIRI'}]",Study of ABT-700 in Subjects With Advanced Solid Tumors,10000003
118,NCT01473095,Phase I,"Active, not recruiting","[{'id': 635, 'therapyName': 'ARQ092'}]",Phase 1 Dose Escalation Study of ARQ 092 in Adult Subjects With Advanced Solid Tumors and Recurrent Malignant Lymphoma,10000003
119,NCT01480154,Phase I,"Active, not recruiting","[{'id': 1393, 'therapyName': 'MK2206 + hydroxychloroquine'}]","Akt Inhibitor MK2206 and Hydroxychloroquine in Treating Patients With Advanced Solid Tumors, Melanoma, Prostate or Kidney Cancer",10000003
120,NCT01485042,Phase I,Completed,"[{'id': 1318, 'therapyName': 'Evofosfamide + Pazopanib'}]",Dose Escalation Study of Pazopanib Plus TH-302,10000003
121,NCT01494688,Phase I,"Active, not recruiting","[{'id': 2843, 'therapyName': 'Emactuzumab'}, {'id': 4249, 'therapyName': 'Emactuzumab + Paclitaxel'}]",A Study of RO5509554 as Monotherapy and in Combination With Paclitaxel in Patients With Advanced Solid Tumors,10000003
122,NCT01497392,Phase I,Completed,"[{'id': 755, 'therapyName': 'Gemcitabine'}, {'id': 721, 'therapyName': 'Dovitinib'}, {'id': 1105, 'therapyName': 'Capecitabine'}]"," Dovitinib Lactate, Gemcitabine Hydrochloride, and Capecitabine in Treating Patients With Advanced or Metastatic Solid Tumors, Pancreatic Cancer and Biliary Cancers",10000003
123,NCT01497626,Phase I,Terminated,"[{'id': 1394, 'therapyName': 'Lapatinib + bortezomib'}]",Lapatinib and Bortezomib in Patients With Advanced Malignancies,10000003
124,NCT01497704,Phase Ib/II,Completed,"[{'id': 986, 'therapyName': 'Apatinib'}]",Dose-Escalation and Safety Trial of YN968D1,10000003
125,NCT01498484,Phase II,"Active, not recruiting","[{'id': 5057, 'therapyName': 'EB-VST cells'}]",Therapeutic Effects of Epstein-Barr Virus Immune T-Lymphocytes Derived From a Normal HLA-Compatible Or Partially-Matched Third-Party Donor in the Treatment of EBV Lymphoproliferative Disorders and EBV-Associated Malignancies,10000003
126,NCT01505569,Phase I,Recruiting,"[{'id': 1632, 'therapyName': 'Filgrastim'}, {'id': 2558, 'therapyName': 'Busulfan + Melphalan'}, {'id': 2101, 'therapyName': 'Etoposide + Ifosfamide'}, {'id': 2563, 'therapyName': 'Thiotepa'}, {'id': 1092, 'therapyName': 'Carboplatin'}]",Auto Transplant for High Risk or Relapsed Solid or CNS Tumors,10000003
127,NCT01508104,Phase Ib/II,Terminated,"[{'id': 1321, 'therapyName': 'BEZ235 + Everolimus'}, {'id': 735, 'therapyName': 'Everolimus'}]",Safety Study of BEZ235 With Everolimus in Subjects With Advanced Solid Tumors,10000003
128,NCT01520389,Phase I,Completed,"[{'id': 821, 'therapyName': 'MM-151'}, {'id': 1074, 'therapyName': 'Irinotecan'}]",Safety Study of the Drug MM-151 in Patients With Advanced Solid Tumors Resisting Ordinary Treatment,10000003
129,NCT01522820,Phase I,Completed,"[{'id': 1324, 'therapyName': 'DEC-205-NY-ESO-1 fusion protein vaccine'}, {'id': 917, 'therapyName': 'Sirolimus'}]",Vaccine Therapy With or Without Sirolimus in Treating Patients With NY-ESO-1 Expressing Solid Tumors,10000003
130,NCT01522989,Phase I,"Active, not recruiting","[{'id': 1703, 'therapyName': 'Palbociclib + Fluorouracil + Oxaliplatin'}]","PD-0332991, 5-FU, and Oxaliplatin for Advanced Solid Tumor Malignancies",10000003
131,NCT01524978,Phase II,"Active, not recruiting","[{'id': 342, 'therapyName': 'Vemurafenib'}, {'id': 694, 'therapyName': 'Cetuximab'}]",A Study of Zelboraf (Vemurafenib) in Patients With BRAF V600 Mutation-Positive Cancers,10000003
132,NCT01525602,Phase I,"Active, not recruiting","[{'id': 1395, 'therapyName': 'PLX3397 + Paclitaxel'}]",Safety Study of PLX3397 and Paclitaxel in Patients With Advanced Solid Tumors,10000003
133,NCT01526473,Phase I,"Active, not recruiting","[{'id': 1068, 'therapyName': 'AVX901'}]",A Phase I Study To Evaluate The Antitumor Activity And Safety Of AVX901,10000003
134,NCT01528046,Phase I,Recruiting,"[{'id': 1031, 'therapyName': 'Metformin'}, {'id': 1826, 'therapyName': 'Vincristine + Irinotecan + Temozolomide '}]",Metformin in Children With Relapsed or Refractory Solid Tumors,10000003
135,NCT01529593,Phase I,Recruiting,"[{'id': 1325, 'therapyName': 'Temsirolimus + Metformin'}]",Temsirolimus in Combination With Metformin in Patients With Advanced Cancers,10000003
136,NCT01531361,Phase I,Recruiting,"[{'id': 706, 'therapyName': 'Crizotinib'}, {'id': 1326, 'therapyName': 'Vemurafenib + Sorafenib'}]",Sorafenib or Crizotinib and Vemurafenib in Advanced Cancer,10000003
137,NCT01531894,Phase II,"Active, not recruiting","[{'id': 625, 'therapyName': 'Afuresertib'}]",Continuation Study of the Oral AKT Inhibitor GSK2110183,10000003
138,NCT01532011,Phase I,Completed,"[{'id': 1328, 'therapyName': 'Erlotinib + Pralatrexate'}]",Erlotinib in Combination With Pralatrexate in Advanced Malignancies,10000003
139,NCT01534598,Phase I,Recruiting,"[{'id': 3789, 'therapyName': 'FdCyd + THU'}]",FdCyd and THU for Advanced Solid Tumors,10000003
140,NCT01537107,Phase I,Suspended,"[{'id': 1329, 'therapyName': 'Sirolimus + Vismodegib'}]",Sirolimus and Vismodegib in Treating Patients With Solid Tumors or Pancreatic Cancer That is Metastatic or Cannot Be Removed By Surgery,10000003
141,NCT01537744,Phase I,Completed,"[{'id': 1396, 'therapyName': 'Azacitidine + Romidepsin'}]","A Trial of Oral 5-azacitidine in Combination With Romidepsin in Advanced Solid Tumors, With an Expansion Cohort in Non-small Cell Lung Cancer",10000003
142,NCT01540253,Phase I,Completed,"[{'id': 1330, 'therapyName': 'BKM120 + Docetaxel'}]","PI3K Inhibitor BKM120 and Docetaxel in Treating Patients With Advanced Solid Tumor That is Locally Advanced, Cannot Be Removed By Surgery, or Metastatic",10000003
143,NCT01540526,Phase I,Completed,"[{'id': 649, 'therapyName': 'Axitinib'}]",Pharmacodynamic Study With FLT-PET/CT in Patients With Prostate/Other Solid Malignancies Treated With High Dose Axitinib,10000003
144,NCT01543763,Phase I,"Active, not recruiting","[{'id': 3046, 'therapyName': 'Panobinostat + Pazopanib'}]","Phase I Tolerability, Efficacy, and Safety Study of Pazopanib in Combination With PCI-24781 in Patients With Metastatic Solid Tumors",10000003
145,NCT01548144,Phase I,"Active, not recruiting","[{'id': 1153, 'therapyName': 'Crizotinib + Pazopanib'}, {'id': 1151, 'therapyName': 'Crizotinib + Pemetrexed'}, {'id': 1156, 'therapyName': 'Pazopanib + Pemetrexed'}, {'id': 1155, 'therapyName': 'Crizotinib + Pazopanib + Pemetrexed'}]",Pazopanib or Pemetrexed and Crizotinib in Advanced Cancer,10000003
146,NCT01552356,Phase I,"Active, not recruiting","[{'id': 848, 'therapyName': 'Pazopanib'}]",Pazopanib Hydrochloride in Treating Patients With Advanced or Refractory Solid Tumors,10000003
147,NCT01552434,Phase I,Recruiting,"[{'id': 1376, 'therapyName': 'Temsirolimus + Bevacizumab + Valproic Acid + Cetuximab'}]","Bevacizumab, Temsirolimus, Valproic Acid, Cetuximab",10000003
148,NCT01553071,Phase I,Recruiting,"[{'id': 1049, 'therapyName': 'Safingol'}, {'id': 2731, 'therapyName': 'Fenretinide'}]",Phase I Trial of IV Fenretinide (4-HPR) Plus IV Safingol for Patients With Relapsed Malignancies,10000003
149,NCT01562275,Phase I,Completed,"[{'id': 1160, 'therapyName': 'Cobimetinib + GDC-0068'}]"," A Study Evaluating the Safety, Tolerability, and Pharmacokinetics of GDC-0973 in Combination With GDC-0068 When Administered in Patients With Locally Advanced or Metastatic Solid Tumors",10000003
150,NCT01564251,Phase I,"Active, not recruiting","[{'id': 2113, 'therapyName': 'GDC-0575 + Gemcitabine'}, {'id': 2024, 'therapyName': 'GDC-0575'}]",A Study of GDC-0575 Alone And in Combination With Gemcitabine in Patients With Refractory Solid Tumors or Lymphoma,10000003
