,gender,indications,nctId,phase,recruitment,sponsors,therapies,title,updateDate,variantRequirementDetails,variantRequirements
0,both,"[{'id': 7912, 'name': 'mixed oligodendroglioma-astrocytoma', 'source': 'DOID'}, {'id': 3068, 'name': 'glioblastoma multiforme', 'source': 'DOID'}, {'id': 3069, 'name': 'astrocytoma', 'source': 'DOID'}, {'id': 3181, 'name': 'oligodendroglioma', 'source': 'DOID'}]",NCT01140568,Phase II,Recruiting,"Santosh Kesari, M.D., Ph.D. ","[{'id': 829, 'therapyName': 'Nilotinib'}]",Study of Platelet Derived Growth Factor Receptor (PDGFR) in Recurrent Malignant Gliomas,03/26/2015,"[{'molecularProfile': {'id': 1417, 'profileName': 'PDGFRA amp'}, 'requirementType': 'required'}]",yes
0,both,"[{'id': 684, 'name': 'hepatocellular carcinoma', 'source': 'DOID'}]",NCT01141478,Phase I,Recruiting,Loma Linda University ,"[{'id': 920, 'therapyName': 'Sorafenib'}]",Proton Beam Radiotherapy Plus Sorafenib Versus Sorafenib for Patients With Hepatocellular Carcinoma Exceeding San Francisco Criteria,03/12/2015,[],no
0,female,"[{'id': 60080, 'name': 'Her2-receptor negative breast cancer', 'source': 'DOID'}, {'id': 1791, 'name': 'peritoneal carcinoma', 'source': 'DOID'}, {'id': 2152, 'name': 'ovary epithelial cancer', 'source': 'DOID'}, {'id': 1963, 'name': 'fallopian tube carcinoma', 'source': 'DOID'}]",NCT01145430,Phase I,"Active, not recruiting",National Cancer Institute (NCI),"[{'id': 2167, 'therapyName': 'pegylated liposomal doxorubicin + Veliparib'}]","Veliparib and Pegylated Liposomal Doxorubicin Hydrochloride in Treating Patients With Recurrent Ovarian Cancer, Fallopian Tube Cancer, or Primary Peritoneal Cancer or Metastatic Breast Cancer",07/27/2016,[],yes
0,female,"[{'id': 1791, 'name': 'peritoneal carcinoma', 'source': 'DOID'}, {'id': 2152, 'name': 'ovary epithelial cancer', 'source': 'DOID'}, {'id': 1964, 'name': 'fallopian tube cancer', 'source': 'DOID'}]",NCT01146795,Phase II,Terminated,Jason D. Wright,"[{'id': 1152, 'therapyName': 'Bevacizumab + Carboplatin + Paclitaxel'}]",Neoadjuvant Therapy for Ovarian Cancer,11/03/2015,[],no
0,both,"[{'id': 9538, 'name': 'multiple myeloma', 'source': 'DOID'}]",NCT01146834,Phase III,Recruiting,Weill Medical College of Cornell University,"[{'id': 3345, 'therapyName': 'Bortezomib + Filgrastim'}, {'id': 5459, 'therapyName': 'Bortezomib + Cyclophosphamide + G-CSF'}, {'id': 5460, 'therapyName': 'Bortezomib + Cyclophosphamide'}]",Trial of Three Stem Cell Mobilization Regimens for Multiple Myeloma,03/16/2017,[],no
0,both,"[{'id': 305, 'name': 'carcinoma', 'source': 'DOID'}]",NCT01148849,Phase I,"Active, not recruiting",MacroGenics ,"[{'id': 808, 'therapyName': 'MGAH22'}]",Safety Study of MGAH22 in HER2-positive Carcinomas,09/16/2015,"[{'molecularProfile': {'id': 1270, 'profileName': 'ERBB2 over exp'}, 'requirementType': 'partial'}, {'molecularProfile': {'id': 1187, 'profileName': 'ERBB2 positive'}, 'requirementType': 'required'}]",yes
0,both,"[{'id': 3071, 'name': 'gliosarcoma', 'source': 'DOID'}, {'id': 3068, 'name': 'glioblastoma multiforme', 'source': 'DOID'}]",NCT01149850,Phase II,"Active, not recruiting",Jonsson Comprehensive Cancer Center,"[{'id': 2115, 'therapyName': 'Bevacizumab + Temozolomide'}]",Bevacizumab and Temozolomide in Treating Older Patients With Newly-Diagnosed Glioblastoma Multiforme or Gliosarcoma,03/09/2016,[],no
0,both,"[{'id': 1115, 'name': 'sarcoma', 'source': 'DOID'}]",NCT01154452,Phase Ib/II,Completed,National Cancer Institute (NCI),"[{'id': 956, 'therapyName': 'Vismodegib'}, {'id': 1096, 'therapyName': 'Vismodegib + RO4929097'}, {'id': 902, 'therapyName': 'RO4929097'}]",Vismodegib and Gamma-Secretase/Notch Signalling Pathway Inhibitor RO4929097 in Treating Patients With Advanced or Metastatic Sarcoma,05/27/2015,[],no
0,both,"[{'id': 3070, 'name': 'malignant glioma', 'source': 'DOID'}]",NCT01156584,Phase I,"Active, not recruiting",Tocagen Inc. ,"[{'id': 3211, 'therapyName': 'Toca 511 + Toca FC'}]",A Study of a Retroviral Replicating Vector Administered to Subjects With Recurrent Malignant Glioma,02/26/2016,[],no
0,both,"[{'id': 4467, 'name': 'renal clear cell carcinoma', 'source': 'DOID'}]",NCT01158521,Phase II,Completed,Case Comprehensive Cancer Center,"[{'id': 848, 'therapyName': 'Pazopanib'}]",Pazopanib Hydrochloride Before Surgery in Treating Patients With Kidney Cancer,01/08/2016,[],no
0,female,"[{'id': 60079, 'name': 'Her2-receptor positive breast cancer', 'source': 'DOID'}]",NCT01160211,Phase III,"Active, not recruiting",GlaxoSmithKline,"[{'id': 1414, 'therapyName': 'Trastuzumab + Lapatinib'}, {'id': 794, 'therapyName': 'Letrozole'}, {'id': 633, 'therapyName': 'Anastrozole'}, {'id': 787, 'therapyName': 'Lapatinib'}, {'id': 947, 'therapyName': 'Trastuzumab'}, {'id': 738, 'therapyName': 'Exemestane'}]","A Study to Compare the Safety and Efficacy of an Aromatase Inhibitor in Combination With Lapatinib, Trastuzumab or Both for the Treatment of Hormone Receptor Positive, HER2+ Metastatic Breast Cancer",04/20/2016,"[{'molecularProfile': {'id': 1187, 'profileName': 'ERBB2 positive'}, 'requirementType': 'required'}]",yes
0,both,"[{'id': 9952, 'name': 'acute lymphocytic leukemia', 'source': 'DOID'}, {'id': 60060, 'name': 'non-Hodgkin lymphoma', 'source': 'DOID'}]",NCT01162551,Phase II,Completed,Children's Hospital of Philadelphia ,"[{'id': 2304, 'therapyName': 'Sirolimus + Methotrexate'}]",Trial of Sirolimus and Methotrexate in Relapsed/Refractory Lymphoblastic Leukemia and Lymphoma,10/04/2017,[],no
0,both,"[{'id': 9538, 'name': 'multiple myeloma', 'source': 'DOID'}]",NCT01163357,Phase I,Recruiting,City of Hope Medical Center ,"[{'id': 917, 'therapyName': 'Sirolimus'}, {'id': 2288, 'therapyName': 'Bortezomib + Fludarabine + Melphalan'}]","Bortezomib, Total Marrow Irradiation, Fludarabine Phosphate, and Melphalan in Treating Patients Undergoing Donor Peripheral Blood Stem Cell Transplant For High-Risk Stage I or II Multiple Myeloma",07/22/2017,[],no
0,both,"[{'id': 4972, 'name': 'myelodysplastic/myeloproliferative neoplasm', 'source': 'DOID'}, {'id': 7757, 'name': 'childhood leukemia', 'source': 'DOID'}, {'id': 10000003, 'name': 'Advanced Solid Tumor', 'source': 'JAX'}]",NCT01164163,Phase I,Completed,Children's Oncology Group|National Cancer Institute (NCI),"[{'id': 907, 'therapyName': 'Ruxolitinib'}]","INCB18424 in Treating Young Patients With Relapsed or Refractory Solid Tumor, Leukemia, or Myeloproliferative Disease",11/17/2014,"[{'molecularProfile': {'id': 1181, 'profileName': 'JAK2 mutant'}, 'requirementType': 'required'}]",yes
0,both,"[{'id': 4450, 'name': 'renal cell carcinoma', 'source': 'DOID'}]",NCT01164228,Phase II,Recruiting,Eastern Cooperative Oncology Group,"[{'id': 930, 'therapyName': 'Sunitinib'}, {'id': 755, 'therapyName': 'Gemcitabine'}]",Sunitinib Malate With or Without Gemcitabine Hydrochloride in Treating Patients With Advanced Kidney Cancer That Cannot Be Removed By Surgery,08/24/2015,[],no
0,both,"[{'id': 8567, 'name': ""Hodgkin's lymphoma"", 'source': 'DOID'}]",NCT01169636,Phase Ib/II,Completed,M.D. Anderson Cancer Center ,"[{'id': 1080, 'therapyName': 'Panobinostat'}, {'id': 1476, 'therapyName': 'Pegfilgrastim'}, {'id': 2352, 'therapyName': 'Carboplatin + Etoposide + Ifosfamide '}]","Panobinostat Plus Ifosfamide, Carboplatin, and Etoposide (ICE) Compared With ICE For Relapsed Hodgkin Lymphoma",05/20/2017,[],no
0,both,"[{'id': 1040, 'name': 'chronic lymphocytic leukemia', 'source': 'DOID'}]",NCT01173679,Phase II,Terminated,Massachusetts General Hospital,"[{'id': 1821, 'therapyName': 'Dasatinib + Rituximab + Fludarabine'}]",Dasatinib With Fludarabine and Rituximab in Relapsed and Refractory Chronic Lymphocytic Leukemia (CLL)/Small Lymphocytic Lymphoma (SLL),01/07/2015,[],no
0,,"[{'id': 2871, 'name': 'endometrial carcinoma', 'source': 'DOID'}, {'id': 5974, 'name': 'renal pelvis transitional cell carcinoma', 'source': 'DOID'}, {'id': 4948, 'name': 'gallbladder carcinoma', 'source': 'DOID'}, {'id': 4947, 'name': 'cholangiocarcinoma', 'source': 'DOID'}, {'id': 4944, 'name': 'gastroesophageal junction adenocarcinoma', 'source': 'DOID'}, {'id': 4013, 'name': 'urethra transitional cell carcinoma', 'source': 'DOID'}, {'id': 5517, 'name': 'stomach carcinoma', 'source': 'DOID'}, {'id': 684, 'name': 'hepatocellular carcinoma', 'source': 'DOID'}, {'id': 4905, 'name': 'pancreatic carcinoma', 'source': 'DOID'}, {'id': 6888, 'name': 'ureter transitional cell carcinoma', 'source': 'DOID'}, {'id': 9256, 'name': 'colorectal cancer', 'source': 'DOID'}, {'id': 4006, 'name': 'bladder urothelial carcinoma', 'source': 'DOID'}, {'id': 3459, 'name': 'breast carcinoma', 'source': 'DOID'}, {'id': 4001, 'name': 'ovarian carcinoma', 'source': 'DOID'}]",NCT01174121,Phase II,Recruiting,National Cancer Institute (NCI),"[{'id': 1447, 'therapyName': 'Pembrolizumab'}, {'id': 2291, 'therapyName': 'Cyclophosphamide + Fludarabine'}, {'id': 1167, 'therapyName': 'Aldesleukin'}]",Immunotherapy Using Tumor Infiltrating Lymphocytes for Patients With Metastatic Cancer,06/21/2016,[],no
0,male,"[{'id': 2526, 'name': 'prostate adenocarcinoma', 'source': 'DOID'}]",NCT01174199,Phase I,Terminated, Roswell Park Cancer Institute ,"[{'id': 2263, 'therapyName': 'Temsirolimus + vorinostat'}]",Temsirolimus and Vorinostat in Treating Patients With Metastatic Prostate Cancer,09/14/2016,[],no
0,both,"[{'id': 769, 'name': 'neuroblastoma', 'source': 'DOID'}, {'id': 4163, 'name': 'ganglioneuroblastoma', 'source': 'DOID'}]",NCT01175356,Phase I,Completed,Children's Oncology Group ,"[{'id': 2558, 'therapyName': 'Busulfan + Melphalan'}, {'id': 2590, 'therapyName': 'Cyclophosphamide + Topotecan'}, {'id': 1425, 'therapyName': '131I-MIBG'}, {'id': 2353, 'therapyName': 'Cyclophosphamide + Doxorubicin + Vincristine '}, {'id': 2585, 'therapyName': 'Cisplatin + Etoposide'}]","Induction Therapy Including 131 I-MIBG and Chemotherapy in Treating Patients With Newly Diagnosed High-Risk Neuroblastoma Undergoing Stem Cell Transplant, Radiation Therapy, and Maintenance Therapy With Isotretinoin",02/10/2017,[],yes
0,both,"[{'id': 1909, 'name': 'melanoma', 'source': 'DOID'}]",NCT01176474,Phase I,"Active, not recruiting",National Cancer Institute (NCI),"[{'id': 2696, 'therapyName': 'NY-ESO-1 peptide vaccine'}, {'id': 779, 'therapyName': 'Ipilimumab'}, {'id': 1312, 'therapyName': 'Nivolumab'}]",A Phase I Trial of a Vaccine Combining Multiple Class I Peptides and Montanide ISA 51VG With Escalating Doses of Anti-PD-1 Antibody Nivolumab or Ipilimumab With Nivolumab For Patients With Resected Stages IIIC/ IV Melanoma,09/03/2015,[],no
0,both,"[{'id': 60075, 'name': 'estrogen-receptor positive breast cancer', 'source': 'DOID'}, {'id': 169, 'name': 'neuroendocrine tumor', 'source': 'DOID'}, {'id': 60077, 'name': 'progesterone-receptor positive breast cancer', 'source': 'DOID'}, {'id': 684, 'name': 'hepatocellular carcinoma', 'source': 'DOID'}, {'id': 3068, 'name': 'glioblastoma multiforme', 'source': 'DOID'}, {'id': 50745, 'name': 'diffuse large B-cell lymphoma', 'source': 'DOID'}, {'id': 10000003, 'name': 'Advanced Solid Tumor', 'source': 'JAX'}, {'id': 9538, 'name': 'multiple myeloma', 'source': 'DOID'}, {'id': 60079, 'name': 'Her2-receptor positive breast cancer', 'source': 'DOID'}, {'id': 3908, 'name': 'non-small cell lung carcinoma', 'source': 'DOID'}]",NCT01177397,Phase Ib/II,Completed,Celgene Corporation,"[{'id': 693, 'therapyName': 'CC-223'}]","Study to Assess Safety, Pharmacokinetics, and Efficacy of Oral CC-223 for Patients With Advanced Solid Tumors, Non-Hodgkin Lymphoma or Multiple Myeloma",05/13/2017,[],no
0,both,"[{'id': 9538, 'name': 'multiple myeloma', 'source': 'DOID'}]",NCT01177683,Phase Ib/II,"Active, not recruiting","Sherif Farag, MB, BS ","[{'id': 3349, 'therapyName': 'Bendamustine + Bortezomib + pegylated liposomal-doxorubicin'}, {'id': 1632, 'therapyName': 'Filgrastim'}]",Bendamustine in Combination With Bortezomib and Pegylated Liposomal Doxorubicin for Multiple Myeloma,08/24/2016,[],no
0,both,"[{'id': 3908, 'name': 'non-small cell lung carcinoma', 'source': 'DOID'}]",NCT01179269,Phase II,Withdrawn,Loyola University ,"[{'id': 1143, 'therapyName': 'Pazopanib + Paclitaxel'}]",Stage IIIB/IV Non-Small Cell Lung Cancer,10/14/2016,[],no
0,both,"[{'id': 50746, 'name': 'mantle cell lymphoma', 'source': 'DOID'}]",NCT01180049,FDA approved,"Active, not recruiting",Pfizer ,"[{'id': 936, 'therapyName': 'Temsirolimus'}]",Comparison Of 2 Doses Of Temsirolimus (Torisel) In Patients With Mantle Cell Lymphoma,05/20/2017,[],no
0,both,"[{'id': 3996, 'name': 'urinary system cancer', 'source': 'DOID'}]",NCT01182168,Phase I,Completed,Memorial Sloan Kettering Cancer Center,"[{'id': 2296, 'therapyName': 'Cisplatin + Everolimus + Gemcitabine'}]",Gemcitabine and Split-Dose Cisplatin Plus Everolimus (RAD001) in Patients With Advanced Solid Tumor Malignancies,04/01/2016,[],no
0,both,"[{'id': 1781, 'name': 'thyroid cancer', 'source': 'DOID'}]",NCT01182285,Phase II,Completed,National Cancer Institute (NCI),"[{'id': 2674, 'therapyName': 'liothyronine sodium  '}, {'id': 1076, 'therapyName': 'Valproic acid'}]",A Phase II Trial of Valproic Acid in Patients With Advanced Thyroid Cancers of Follicular Cell Origin,05/03/2016,[],no
0,both,"[{'id': 6383, 'name': 'childhood brain stem glioma', 'source': 'DOID'}]",NCT01182350,Phase II,"Active, not recruiting",Dana-Farber Cancer Institute,"[{'id': 2115, 'therapyName': 'Bevacizumab + Temozolomide'}, {'id': 2116, 'therapyName': 'Bevacizumab + Erlotinib + Temozolomide'}, {'id': 1146, 'therapyName': 'Bevacizumab + Erlotinib'}, {'id': 667, 'therapyName': 'Bevacizumab'}]",Molecularly Determined Treatment of Diffuse Intrinsic Pontine Gliomas (DIPG),10/21/2015,[],no
0,both,"[{'id': 4944, 'name': 'gastroesophageal junction adenocarcinoma', 'source': 'DOID'}, {'id': 1107, 'name': 'esophageal carcinoma', 'source': 'DOID'}, {'id': 5517, 'name': 'stomach carcinoma', 'source': 'DOID'}]",NCT01183559,Phase I,Unknown status,Fox Chase Cancer Center ,"[{'id': 2071, 'therapyName': 'Carboplatin + Fluorouracil + Paclitaxel + Vandetanib'}]","A Trial of ZD6474 (Zactima), Paclitaxel, Carboplatin, 5-Fluorouracil, and XRT Followed by Surgery",06/20/2017,[],no
0,both,"[{'id': 263, 'name': 'kidney cancer', 'source': 'DOID'}, {'id': 10000003, 'name': 'Advanced Solid Tumor', 'source': 'JAX'}]",NCT01184326,Phase I,Completed,Dana-Farber Cancer Institute ,"[{'id': 1806, 'therapyName': 'everolimus + pazopanib'}]",An Expanded Phase I Study of Pazopanib and Everolimus in Patients With Advanced Solid Tumors and Previously Treated Advanced Urothelial Cancer,10/05/2017,[],no
0,both,"[{'id': 10000003, 'name': 'Advanced Solid Tumor', 'source': 'JAX'}]",NCT01187199,Phase I,"Active, not recruiting",M.D. Anderson Cancer Center,"[{'id': 667, 'therapyName': 'Bevacizumab'}, {'id': 1103, 'therapyName': 'Paclitaxel'}, {'id': 1092, 'therapyName': 'Carboplatin'}, {'id': 920, 'therapyName': 'Sorafenib'}, {'id': 936, 'therapyName': 'Temsirolimus'}]","Phase I Trial of Bevacizumab and Temsirolimus in Combination With 1) Carboplatin, 2) Paclitaxel, 3) Sorafenib for the Treatment of Advanced Cancer",07/16/2016,[],no
0,both,"[{'id': 9952, 'name': 'acute lymphocytic leukemia', 'source': 'DOID'}, {'id': 9119, 'name': 'acute myeloid leukemia', 'source': 'DOID'}, {'id': 60060, 'name': 'non-Hodgkin lymphoma', 'source': 'DOID'}]",NCT01187810,Phase I,"Active, not recruiting",South Plains Oncology Consortium ,"[{'id': 2731, 'therapyName': 'Fenretinide'}, {'id': 712, 'therapyName': 'Cytarabine'}, {'id': 1639, 'therapyName': 'Methotrexate'}]","Fenretinide in Children With Recurrent/Resistant ALL, AML, and NHL",05/25/2017,[],no
0,both,"[{'id': 3070, 'name': 'malignant glioma', 'source': 'DOID'}, {'id': 3069, 'name': 'astrocytoma', 'source': 'DOID'}, {'id': 3181, 'name': 'oligodendroglioma', 'source': 'DOID'}, {'id': 6811, 'name': 'juvenile pilocytic astrocytoma', 'source': 'DOID'}]",NCT01188096,Phase II,Recruiting,"Donald Durden, M.D. ","[{'id': 2595, 'therapyName': 'poly ICLC  '}]",A Trial of Poly-ICLC in the Management of Recurrent Pediatric Low Grade Gliomas,08/11/2015,[],no
0,both,"[{'id': 8552, 'name': 'chronic myeloid leukemia', 'source': 'DOID'}]",NCT01188889,Phase Ib/II,Withdrawn,University of Michigan Cancer Center ,"[{'id': 2198, 'therapyName': 'Everolimus + Imatinib'}]",RAD001 in Patients With Chronic Phase Chronic Myeloid Leukemia w/ Molecular Disease,05/16/2015,[],no
0,,"[{'id': 1115, 'name': 'sarcoma', 'source': 'DOID'}]",NCT01189643,Phase I,"Active, not recruiting",Memorial Sloan-Kettering Cancer Center,"[{'id': 1463, 'therapyName': 'Temozolomide + Irinotecan + Bevacizumab'}]","Irinotecan, Temozolomide and Bevacizumab in Combination With Existing High Dose Alkylator Based Chemotherapy for Treatment of Newly Diagnosed Patients With Desmoplastic Small Round Cell Tumor",07/01/2016,[],no
0,both,"[{'id': 1107, 'name': 'esophageal carcinoma', 'source': 'DOID'}, {'id': 4944, 'name': 'gastroesophageal junction adenocarcinoma', 'source': 'DOID'}, {'id': 3717, 'name': 'gastric adenocarcinoma', 'source': 'DOID'}]",NCT01191697,Phase II,"Active, not recruiting",Dana-Farber Cancer Institute,"[{'id': 1596, 'therapyName': 'Trastuzumab + Bevacizumab'}, {'id': 1597, 'therapyName': 'Capecitabine + Oxaliplatin'}]","CAPOX, Bevacizumab and Trastuzumab for Patients With HER2-Positive Metastatic Esophagogastric Cancer",07/13/2016,"[{'molecularProfile': {'id': 1187, 'profileName': 'ERBB2 positive'}, 'requirementType': 'required'}]",yes
0,both,"[{'id': 1040, 'name': 'chronic lymphocytic leukemia', 'source': 'DOID'}, {'id': 50745, 'name': 'diffuse large B-cell lymphoma', 'source': 'DOID'}]",NCT01193842,Phase Ib/II,"Active, not recruiting",National Cancer Institute (NCI),"[{'id': 1077, 'therapyName': 'Vorinostat'}, {'id': 3395, 'therapyName': 'R-EPOCH'}]",Vorinostat and Combination Chemotherapy With Rituximab in Treating Patients With HIV-Related Diffuse Large B-Cell Non-Hodgkin Lymphoma or Other Aggressive B-Cell Lymphomas,07/29/2016,[],yes
0,both,"[{'id': 1612, 'name': 'breast cancer', 'source': 'DOID'}]",NCT01194869,Phase II,Terminated,Emory University,"[{'id': 1534, 'therapyName': 'Sorafenib + Cisplatin + Paclitaxel'}]","Preoperative Clinical Trial of Sorafenib in Combination With Cisplatin Followed by Paclitaxel for Triple Negative (ER-, PR-, Her2-)Early Stage Breast Cancer",08/08/2015,[],yes
0,both,"[{'id': 8557, 'name': 'oropharynx cancer', 'source': 'DOID'}, {'id': 50866, 'name': 'oral squamous cell carcinoma', 'source': 'DOID'}]",NCT01195922,Phase Ib/II,Completed,National Institute of Dental and Craniofacial Research (NIDCR),"[{'id': 917, 'therapyName': 'Sirolimus'}]",Rapamycin Therapy in Head and Neck Squamous Cell Carcinoma,11/13/2015,[],no
0,both,"[{'id': 4944, 'name': 'gastroesophageal junction adenocarcinoma', 'source': 'DOID'}, {'id': 4914, 'name': 'esophagus adenocarcinoma', 'source': 'DOID'}]",NCT01196390,Phase III,"Active, not recruiting",National Cancer Institute (NCI),"[{'id': 1887, 'therapyName': 'Paclitaxel + Carboplatin + Trastuzumab'}, {'id': 1124, 'therapyName': 'Paclitaxel + Carboplatin'}]","Radiation Therapy, Paclitaxel, and Carboplatin With or Without Trastuzumab in Treating Patients With Esophageal Cancer",11/14/2015,"[{'molecularProfile': {'id': 1187, 'profileName': 'ERBB2 positive'}, 'requirementType': 'partial'}]",yes
0,female,[],NCT01196936,Phase II,"Active, not recruiting",University of Alabama at Birmingham ,[],Low-Dose Tamoxifen Citrate in Reducing Breast Cancer Risk in Radiation-Induced Cancer Survivors,12/02/2016,[],no
0,both,"[{'id': 10000003, 'name': 'Advanced Solid Tumor', 'source': 'JAX'}]",NCT01197170,Phase I,"Active, not recruiting",M.D. Anderson Cancer Center,"[{'id': 4, 'therapyName': 'Erlotinib'}, {'id': 735, 'therapyName': 'Everolimus'}, {'id': 920, 'therapyName': 'Sorafenib'}, {'id': 633, 'therapyName': 'Anastrozole'}, {'id': 667, 'therapyName': 'Bevacizumab'}]",Hormone Blockade in Combination With Targeted Agents,04/29/2016,[],yes
