nctId,title
NCT01729923,A Trial of Maintenance ADAPT Therapy With Capecitabine and Celecoxib in Patients With Metastatic Colorectal Cancer
NCT01730118,Ad/HER2/Neu Dendritic Cell Cancer Vaccine Testing
NCT01730833,"Pertuzumab, Trastuzumab, and Paclitaxel Albumin-Stabilized Nanoparticle Formulation in Treating Patients With HER2-Positive Metastatic Breast Cancer"
NCT01730937,Sorafenib Tosylate With or Without Stereotactic Body Radiation Therapy in Treating Patients With Liver Cancer
NCT01730950,Bevacizumab With or Without Radiation Therapy in Treating Patients With Recurrent Glioblastoma
NCT01732640,A Phase I/II Study Afatinib/Carboplatin/Paclitaxel Induction Chemotherapy In HPV-Negative HNSCC.
NCT01732913,Efficacy and Safety of Idelalisib (GS-1101) in Combination With Rituximab for Previously Treated Indolent Non-Hodgkin Lymphomas
NCT01732926,Efficacy and Safety of Idelalisib (GS-1101) in Combination With Bendamustine and Rituximab for Previously Treated Indolent Non-Hodgkin Lymphomas
NCT01733004,A Phase 1 Study of MM-141 in Patients With Advanced Solid Tumors
NCT01734512,PNOC 001: Phase II Study of Everolimus for Recurrent or Progressive Low-grade Gliomas in Children
NCT01734928,"Safety and Efficacy of Pomalidomide, Bortezomib and Low-dose Dexamethasone in Subjects With Relapsed or Refractory Multiple Myeloma"
NCT01736943,Bortezomib and Doxil for the Treatment of Patients With Acute Myelogenous Leukemia
NCT01737008,Study of Dacomitinib With Radiotherapy With and Without Cisplatin in Patients With Squamous Cell Carcinoma of the Head and Neck
NCT01737502,PKCi and mTOR Inhibition With Auranofin+Sirolimus for Squamous Cell Lung Cancer
NCT01738139,Ipilimumab and Imatinib Mesylate in Advanced Cancer
NCT01738451, A Study to Evaluate the Effect of Repeat Oral Dosing of GSK2118436 on Cardiac Repolarization in Subjects With V600 BRAF Mutation-Positive Tumors
NCT01738815,Impact of Valproate on Angiogenesis and Histone Deacetylation in Bladder Cancer
NCT01739764, An Extension (Rollover) Study of Vemurafenib in Patients With BRAF V600 Mutation-Positive Malignancies Previously Enrolled in an Antecedent Vemurafenib Protocol
NCT01740297,Ipilimumab With or Without Talimogene Laherparepvec in Unresected Melanoma
NCT01740648,"Trametinib, Fluorouracil, and Radiation Therapy Before Surgery in Treating Patients With Stage II-III Rectal Cancer"
NCT01741727,A Study of ABT-414 in Subjects With Solid Tumors
NCT01741753,BKM120+Abiraterone Acetate for Metastatic CRPC
NCT01742286,"Phase I Study of LDK378 in Pediatric, Malignancies With a Genetic Alteration in Anaplastic Lymphoma Kinase (ALK)"
NCT01742988,"Phase I Study to Assess the Safety, Tolerability and Pharmacokinetics of CUDC-907 in Patients With Lymphoma or Multiple Myeloma"
NCT01743950,A Phase II Study of Pulse Reduced Dose Rate Radiation Therapy With Bevacizumab
NCT01744223,Safety Study of Gene Modified Donor T-cells Following Partially Mismatched Stem Cell Transplant
NCT01744340,A Dose Finding Study of Eribulin Mesylate and Cetuximab For Patients With Advanced Head and Neck and Colon Cancer
NCT01744652,Dasatinib and Crizotinib in Advanced Cancer
NCT01744665,Safety and Efficacy of CML Patients Who Switch to Nilotinib and Stop Treatment After Achieving and Sustaining MR4.5.
NCT01745354,Immunostimulatory CpG SD-101 + RT in Recurrent/Progressive Lymphoma After Allogeneic Hematopoietic Cell Transplantation (HCT)
NCT01746238,Bevacizumab/Doxorubicin/Radiation for Sarcoma
NCT01746251,Adjuvant Afatinib in Stage I-III NSCLC With EGFR Mutation
NCT01746849,Palifermin With Leuprolide Acetate for the Promotion of Immune Recovery Following Total Body Irradiation Based T-Cell Depleted Allogeneic Hematopoietic Stem Cell Transplantation
NCT01747551,FOLFOX +/- Ziv-Aflibercept for Esophageal and Gastric Cancer
NCT01747876,Study of Safety and Efficacy in Patients With Malignant Rhabdoid Tumors (MRT) and Neuroblastoma
NCT01748149,Vemurafenib in Children With Recurrent/Refractory BRAFV600E-mutant Gliomas
NCT01748825,MK-1775 for Advanced Solid Tumors
NCT01749384,Tivantinib and Bevacizumab in Treating Patients With Solid Tumors That Are Metastatic or Cannot Be Removed By Surgery
NCT01749397,"Veliparib and Floxuridine in Treating Patients With Metastatic Epithelial Ovarian, Primary Peritoneal Cavity, or Fallopian Tube Cancer"
NCT01750073,Paclitaxel and Cyclophosphamide With or Without Trastuzumab Before Surgery in Treating Patients With Previously Untreated Stage I-III Breast Cancer
NCT01750281,Assess Efficacy and Safety of AZD6244 in Combination With Docetaxel in Patients Receiving Second Line Non Small Cell Lung Cancer Treatment.
NCT01750567,A Pilot Study of Metformin Therapy in Patients With Relapsed Chronic Lymphocytic Leukemia (CLL) and Untreated CLL
NCT01750918,BRAF/MEK/EGFR Inhibitor Combination Study in Colorectal Cancer (CRC)
NCT01750983,Ipilimumab and Lenalidomide in Advanced Cancer
NCT01751425,Ruxolitinib for Chronic Myeloid Leukemia (CML) With Minimal Residual Disease (MRD)
NCT01751451,"3-arm Study of Abiraterone Acetate Alone, Abiraterone Acetate Plus Degarelix, a GnRH Antagonist, and Degarelix Alone for Patients With Prostate Cancer With a Rising PSA or a Rising PSA and Nodal Disease Following Definitive Radical Prostatectomy"
NCT01752400,AUY922 for Advanced ALK-positive NSCLC
NCT01752920,Phase 1 Dose Escalation Study of ARQ 087 in Adult Subjects With Advanced Solid Tumors
NCT01753713,Dovitinib in Treating Patients With Recurrent or Progressive Glioblastoma
NCT01754025,INHERIT EGFR - Studying Germline EGFR Mutations
NCT01754376,Combined BRAF-Targeted Therapy and Immunotherapy for Melanoma
NCT01754987,A Study of Vitamin C in the Treatment of Liver Cancer to Determine if it is Safe and Effective
NCT01755195,Cabozantinib for Adults With Advanced Soft Tissue Sarcoma
NCT01755767,Study of Tivantinib in Subjects With Inoperable Hepatocellular Carcinoma Who Have Been Treated With One Prior Therapy
NCT01756352,FET-PET for Evaluation of Response of Recurrent GBM to Avastin
NCT01757327,LDE225 in Treating Patients With Stage II-III Estrogen Receptor- and HER2-Negative Breast Cancer
NCT01758731,Study of Olaparib With Radiation Therapy and Cetuximab in Advanced Head and Neck Cancer With Heavy Smoking History
NCT01759303,Study of Pazopanib in the Treatment of Osteosarcoma Metastatic to the Lung
NCT01760525,A Phase I Dose Escalation Study of CGM097 in Adult Patients With Selected Advanced Solid Tumors
NCT01760655,Reduced-Intensity Conditioning Before Donor Stem Cell Transplant in Treating Patients With High-Risk Hematologic Malignancies
NCT01761266,"A Multicenter, Open-Label, Phase 3 Trial to Compare the Efficacy and Safety of Lenvatinib (E7080) Versus Sorafenib in First-Line Treatment of Subjects With Unresectable Hepatocellular Carcinoma"
NCT01762592,REDECT 2 REnal Masses: Pivotal Trial to DEteCT Clear Cell Renal Cell Carcinoma With PET/CT
NCT01763164,Study Comparing the Efficacy of MEK162 Versus Dacarbazine in Unresectable or Metastatic NRAS Mutation-positive Melanoma
NCT01764477,Safety and Efficacy Study of PRI-724 Plus Gemcitabine in Subjects With Advanced or Metastatic Pancreatic Adenocarcinoma
NCT01764607,Sirolimus in Kidney Transplant Patients With Squamous Cell Skin Carcinoma
NCT01765543,A Pharmacokinetics Study to Investigate the Effect of Rifampin on Vemurafenib in Patients With BRAFV600 Mutation-Positive Metastatic Malignancy
NCT01765582,STEAM: A Study of Sequential and Concurrent FOLFOXIRI/Avastin (Bevacizumab) Regimens Versus FOLFOX/Avastin in First-Line in Patients With Metastatic Colorectal Cancer
NCT01767194,Irinotecan Hydrochloride and Temozolomide With Temsirolimus or Monoclonal Antibody Ch14.18 in Treating Younger Patients With Refractory or Relapsed Neuroblastoma
NCT01767454,Study of Dabrafenib +/- Trametinib in Combination With Ipilimumab for V600E/K Mutation Positive Metastatic or Unresectable Melanoma
NCT01767623, A Study of The Impact of Severe Hepatic Impairment on the Pharmacokinetics and Safety of Vemurafenib in BRAF V600 Mutation-Positive Cancer Patients
NCT01767636,Pazopanib in Treating Patients With Metastatic Non-Clear Cell Kidney Cancer
NCT01767766,Evaluate the Safety and Efficacy of TGR 1202 in Patients With Relapsed or Refractory Hematologic Malignancies
NCT01767792,Phase 2 Study of Bevacizumab in Children and Young Adults With NF 2 and Progressive Vestibular Schwannomas
NCT01769209,Bortezomib and Combination Chemotherapy in Treating Patients With Relapsed or Refractory Acute Lymphoblastic Leukemia
NCT01769391,A Study of Necitumumab and Chemotherapy in Participants With Stage IV Squamous Non-Small Cell Lung Cancer
NCT01769547,A Phase II Study of Single-agent DOVitinib in Advanced Malignant PlEural Mesothelioma Which Has Progressed Following Prior Platinum-Antifolate Chemotherapy
NCT01769768,Phase I Study to Evaluate the Effect of LDE225 on the Pharmacokinetics of Bupropion and Warfarin in Patients
NCT01772004,Avelumab in Metastatic or Locally Advanced Solid Tumors (JAVELIN Solid Tumor)
NCT01772472,A Study of Trastuzumab Emtansine Versus Trastuzumab as Adjuvant Therapy in Patients With HER2-Positive Breast Cancer Who Have Residual Tumor in the Breast or Axillary Lymph Nodes Following Preoperative Therapy (KATHERINE)
NCT01772797,Phase Ib Study of LDK378 and AUY922 in ALK-rearranged Non-small Cell Lung Cancer
NCT01774253,Erivedge (Vismodegib) in the Treatment of Pediatric Patients With Refractory Pontine Glioma
NCT01774344,Study of Regorafenib After Sorafenib in Patients With Hepatocellular Carcinoma (RESORCE)
NCT01774786,A Study of Perjeta (Pertuzumab) in Combination With Herceptin (Trastuzumab) and Chemotherapy in Patients With HER2-Positive Metastatic Gastroesophageal Junction or Gastric Cancer
NCT01774851,"A Study of MM-111 and Paclitaxel With Trastuzumab in Patients HER2 Positive Carcinomas of the Distal Esophagus, Gastroesophageal (GE) Junction and Stomach"
NCT01775176, Effect of Weight and Insulin Sensitivity on Reproductive Function in Polycystic Ovary Syndrome
NCT01775423,A Study of BBI608 in Adult Patients With Advanced Malignancies
NCT01775501,Sorafenib + mFOLFOX for Hepatocellular Carcinoma
NCT01776008,Akt Inhibitor MK-2206 and Anastrozole With or Without Goserelin Acetate in Treating Patients With Stage II-III Breast Cancer
NCT01776307,A Study of BBI608 in Adult Patients With Advanced Colorectal Cancer
NCT01776723,A Sequential Two-Stage Dose Escalation Study to Evaluate the Safety and Efficacy of Ruxolitinib
NCT01777776,Safety and Efficacy of LEE011 and LGX818 in Patients With BRAF Mutant Melanoma.
NCT01778439,A Dose Escalation Study of OMP-52M51 in Subjects With Solid Tumors
NCT01778920,Intraoperative Folate-fluorescein Conjugate (EC17) Lung Cancer (CA)
NCT01778933,Intraoperative Imagery of Renal Nodules With Folate-fluorescein Conjugate(EC17)
NCT01779050,Effect of Trastuzumab on Disease Free Survival in Early Stage HER2-Negative Breast Cancer Patients With ERBB2 Expressing Disseminated Tumor Cells
NCT01780545,Phase 2 Study of Docetaxel +/- OGX-427 in Patients With Relapsed or Refractory Metastatic Bladder Cancer
NCT01781026,Phase 2 Study of Neoadjuvant Vemurafenib in Melanoma Patients With Untreated Brain Metastases
NCT01781429,"Phase I Dose-Escalation, Safety, Pharmacokinetic and Pharmacodynamic Study of BVD-523 in Patients With Advanced Malignancies"
NCT01781455,A Study of BBI503 in Adult Patients With Advanced Solid Tumors
NCT01781572,A Phase Ib/II Study of LEE011 in Combination With MEK162 in Patients With NRAS Mutant Melanoma
NCT01783171,Dinaciclib and Akt Inhibitor MK2206 in Treating Patients With Pancreatic Cancer That Cannot Be Removed By Surgery
NCT01783197, Study of Selumetinib in Patients With Previously Treated or Untreated Advanced/Metastatic NSCLC
NCT01783587,Safety Study of Afatinib and Postoperative Radiation Therapy to Treat Head and Neck Cancer
NCT01783756,"Phase 1b/2 Trial Using Lapatinib, Everolimus and Capecitabine for Treatment of HER-2 Positive Breast Cancer With CNS Metastasis"
NCT01784068,Nilotinib Treatment-free Remission Study in CML (Chronic Myeloid Leukemia) Patients
NCT01784640,Pemetrexed Disodium and Hsp90 Inhibitor AUY922 in Treating Patients With Previously Treated Stage IV Non-Small Cell Lung Cancer
NCT01784861,VEGFR/PDGFR Dual Kinase Inhibitor X-82 and Everolimus for Treating Patients With Pancreatic Neuroendocrine Tumors
NCT01786265,Finite Androgen Ablation vs. Finite Androgen Ablation in Combination With Abiraterone Acetate and Prednisone
NCT01786343,Decitabine for Older or Unfit Patients With Acute Myeloid Leukemia (AML)
NCT01787331,A Phase II Study of Itraconazole in Biochemical Relapse
NCT01787487,Evaluation of RUX and AZA Combination as a Therapy For Patients With Myelofibrosis And Myelodysplastic Syndrome/ Myeloproliferative Neoplasm
NCT01787500,"Vemurafenib, Cetuximab, and Irinotecan in Advanced Solid Cancers"
NCT01788280,Preliminary Assessment of [18F] Fluciclatide (GE [18F]AH111585) in Glioblastoma Multiforme Treated With Bevacizumab
NCT01788566,A Study of Gemcitabine-Cisplatin Chemotherapy Plus Necitumumab in the First-Line Treatment of Participants With Lung Cancer
NCT01789281,Everolimus Roll-over Protocol for Patients Who Have Completed a Previous Novartis-sponsored Everolimus Study.
NCT01790126,The Role of Highly Selective Androgen Receptor (AR) Targeted Therapy in Men With Biochemically Relapsed Hormone Sensitive Prostate Cancer
NCT01790204,A Study of the Effects of PEITC on Oral Cells With Mutant p53
NCT01790503,A Phase 1b/2 Study of PLX3397 + Radiation Therapy + Temozolomide in Patients With Newly Diagnosed Glioblastoma
NCT01790568,Vorinostat Plus Tacrolimus & Methotrexate to Prevent Graft vs Host Disease Following Unrelated Stem Cell Transplant
NCT01791088,Sirolimus in Treating Patients With Solid Tumors That Are Metastatic or Cannot Be Removed By Surgery
NCT01791478,BYL719 and Letrozole in Post-Menopausal Patients With Hormone Receptor-Positive Metastatic Breast Cancer
NCT01792050,Study of Chemotherapy in Combination With IDO Inhibitor in Metastatic Breast Cancer
NCT01793948,Metformin Hydrochloride vs. Placebo in Overweight or Obese Patients at Elevated Risk for Breast Cancer
NCT01794507,A Study Evaluating ABT-199 in Multiple Myeloma Subjects Who Are Receiving Bortezomib and Dexamethasone as Standard Therapy
NCT01794520,Study Evaluating ABT-199 in Subjects With Relapsed or Refractory Multiple Myeloma
NCT01794702,"Decitabine Followed by Clofarabine, Idarubicin, and Cytarabine in Acute Leukemia"
NCT01794845,Phase II Trial Using Erbitux+ Taxotere With Low Dose Fractionated Radiation for Recurrent Unresectable Locally Advanced Head and Neck Carcinoma
NCT01796197,Paclitaxel + Trastuzumab + Pertuzumab as Pre-Op for Inflammatory BrCa
NCT01797120,"Study of Fulvestrant +/- Everolimus in Post-Menopausal, Hormone-Receptor + Metastatic Breast Ca Resistant to AI"
NCT01797523,RAD/Letrozole/Metformin
NCT01798485,A Phase 3 Study of Ganetespib in Combination With Docetaxel Versus Docetaxel Alone in Patients With Advanced NSCLC
NCT01798901,AR-42 and Decitabine in Treating Patients With Acute Myeloid Leukemia
NCT01799278,A Phase II Trial of MLN8237 in Patients With Metastatic Castrate Resistant and Neuroendocrine Prostate Cancer
NCT01799889,A Phase 2 of Entospletinib in Subjects With Relapsed or Refractory Hematologic Malignancies
NCT01800695,Evaluating the Safety and Pharmacokinetics of ABT-414 for Subjects With Glioblastoma Multiforme
NCT01801111,A Study of RO5424802 in Patients With Non-Small Cell Lung Cancer Who Have ALK Mutation and Failed Crizotinib Treatment
NCT01801163,A Phase Ib Study of Stereotactic Body Radiotherapy (SBRT) Plus Sorafenib in Patients With Unresectable Hepatocellular Carcinoma (HCC)
NCT01801358, A Phase Ib/II Study of AEB071 and MEK162 in Adult Patients With Metastatic Uveal Melanoma
NCT01802320,Akt Inhibitor MK2206 in Treating Patients With Previously Treated Colon or Rectal Cancer That is Metastatic or Locally Advanced and Cannot Be Removed by Surgery
NCT01802632, AZD9291 First Time In Patients Ascending Dose Study
NCT01803282,Safety and Tolerability Study in Solid Tumors
